"...1","year","Autres impôts, taxes et versements assimilés","Ventes de marchandises","Production vendue biens","Production vendue services","Chiffres d’affaires nets","Production stockée","Production immobilisée","Subventions d’exploitation","Reprises sur amortissements et provisions, transfert de charges","Autres produits","Total des produits d’exploitation","Achats de marchandises (y compris droits de douane)","Variation de stock (marchandises)","Achats de matières premières et autres approvisionnements","Variation de stock (matières premières et approvisionnements)","Autres achats et charges externes","Impôts, taxes et versements assimilés","Salaires et traitements","Charges sociales","Autres charges","Total des charges d’exploitation","Résultat d'exploitation","Bénéfice attribué ou perte transférée","Perte supportée ou bénéfice transféré","Produits financiers de participations","Produits des autres valeurs mobilières et créances de l’actif immobilisé","Autres intérêts et produits assimilés","Reprises sur provisions et transferts de charges financier","Différences positives de change","Produits nets sur cessions de valeurs mobilières de placement","Total des produits financiers","Dotations financières sur amortissements et provisions","Intérêts et charges assimilées","Différences négatives de change","Charges nettes sur cessions de valeurs mobilières de placement","Total des charges financières","Résultat financier","Résultat en cours avant impôts","Produits exceptionnels sur opérations de gestion","Produits exceptionnels sur opérations en capital","Reprises sur provisions et transferts de charges exceptionnel","Total des produits exceptionnels","Charges exceptionnelles sur opérations de gestion","Charges exceptionnelles sur opérations en capital","Dotations exceptionnelles aux amortissements et provisions","Total des charges exceptionnelles","Résultat exceptionnel","Participation des salariés aux résultats de l’entreprise","Impôts sur les bénéfices","Total des produits","Total des charges","Bénéfices ou perte (Total des produits ‐ Total des charges)","Impôts différés (compte de résultat)","Résultat net des sociétés mises en équivalence","Résultat net des entreprises intégrées","Résultat Groupe (Résultat net consolidé)","Part des intérêts minoritaires (Résultat hors groupe)","Résultat net part du groupe (part de la société mère)","Rémunération d’intermédiaires et honoraires (hors rétrocessions)","Location, charges locatives et de copropriété","Effectif moyen du personnel","Sous‐traitance","Personnel extérieur à l’entreprise","Rétrocessions d’honoraires, commissions et courtages","Taxe professionnelle","Montant de la TVA. collectée","Total TVA. déductible sur biens et services","Dividendes","siren","denomination","enthic","postal_code","town","ape","ape_name","ape_len","ape_division","ape_groupe","ape_classe","ape_sous_classe","ess_N° IDENTITE ENTREPRISE (SIREN)","ess_RAISON SOCIALE","ess_ENSEIGNE","ess_SIGLE","ess_CP VILLE","ess_FORME JURIDIQUE","is_ess"
188,2012,NA,NA,NA,22141,22141,NA,NA,NA,NA,NA,22141,NA,NA,4770,NA,8967,593,NA,NA,NA,14675,7466,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,7582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,22258,15812,6445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352205207,"FRANCIFLORE HYDRO",261,"77000","MELUN","8299Z","Autres activités de soutien aux entreprises n.c.a.",5,82,829,8299,"8299Z",NA,NA,NA,NA,NA,NA,FALSE
189,2012,NA,NA,NA,415037,415037,NA,NA,NA,NA,4,415041,NA,NA,NA,NA,195334,4845,110028,33508,16642,404745,10296,NA,NA,28,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,5424,-5396,4899,120,4975,NA,5095,1432,NA,NA,2143,2952,NA,1254,420164,413566,6598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352407860,"HUGUES DISTRIBUTION",741,"46500","ROCAMADOUR","4941A","Transports routiers de fret interurbains",5,49,494,4941,"4941A",NA,NA,NA,NA,NA,NA,FALSE
190,2012,NA,NA,NA,288106,288106,NA,NA,NA,NA,NA,288106,NA,NA,NA,NA,110552,387,56,10,NA,111454,176652,NA,NA,325614,32163,19297,NA,NA,NA,377074,NA,NA,NA,NA,19,377055,553707,NA,NA,NA,NA,NA,150000,NA,150450,-150450,NA,NA,665180,261923,403257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353148059,"ANNONCIATION NEGOCE ET SERVICES ANS",1010,"75010","PARIS","6831Z","Agences immobilières",5,68,683,6831,"6831Z",NA,NA,NA,NA,NA,NA,FALSE
191,2012,NA,NA,NA,287681,287681,NA,NA,NA,28105,70,315856,NA,NA,NA,NA,237218,7275,43787,10493,22567,332375,-16519,NA,NA,NA,NA,59,NA,NA,1787,1846,NA,NA,NA,2270,2274,-428,-16947,6473,NA,NA,NA,NA,NA,NA,NA,6473,NA,NA,324175,334649,-10474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353211428,"ARENAS PARTNERS",261,"06200","NICE","8299Z","Autres activités de soutien aux entreprises n.c.a.",5,82,829,8299,"8299Z",NA,NA,NA,NA,NA,NA,FALSE
192,2012,NA,7740,NA,242423,250163,NA,NA,NA,2942,1,253106,7740,NA,NA,NA,131832,8013,NA,39428,13,319101,-65995,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-65992,NA,NA,NA,NA,NA,NA,NA,16347,-16347,NA,NA,253109,335448,-82339,NA,NA,NA,NA,NA,NA,7768,20495,1,11450,NA,NA,455,49031,8082,NA,353339179,"VINOCYL",892,"77140","NEMOURS","4619B","Autres intermédiaires du commerce en produits divers",5,46,461,4619,"4619B",NA,NA,NA,NA,NA,NA,FALSE
193,2012,NA,NA,NA,186089,186089,NA,NA,NA,NA,1585,187674,488,NA,NA,NA,163202,1268,13644,4113,NA,183538,4135,NA,NA,NA,NA,3528,12532,NA,NA,NA,NA,NA,NA,NA,NA,16065,20200,NA,NA,NA,NA,NA,5,NA,5,-5,NA,NA,203739,183543,20195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353498405,"MO2 TECHNOLOGIES",314,"75010","PARIS","7022Z","Conseil pour les affaires et autres conseils de gestion",5,70,702,7022,"7022Z",NA,NA,NA,NA,NA,NA,FALSE
194,2012,NA,160,NA,15777,15937,NA,NA,NA,NA,225,16162,NA,-252,NA,NA,11689,764,2098,1922,NA,17230,-1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1068,NA,3801,NA,NA,NA,168,NA,168,3633,NA,750,19963,18149,1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353553266,"SARL ROYAL JEUX",723,"13003","MARSEILLE","9329Z","Autres activités récréatives et de loisirs",5,93,932,9329,"9329Z",NA,NA,NA,NA,NA,NA,FALSE
195,2012,NA,NA,NA,518761,518761,-14894,NA,NA,NA,4,503871,NA,NA,203526,6839,107091,3633,109951,47368,22,481371,22500,NA,NA,NA,NA,72,NA,NA,NA,72,NA,12,NA,NA,NA,60,22560,NA,NA,NA,NA,NA,NA,NA,222,-222,NA,3387,503943,484992,NA,NA,NA,NA,NA,NA,NA,15725,22170,4,632,NA,NA,2020,94384,52753,NA,353910516,"AEROCLIM",698,"06800","CAGNES-SUR-MER","4322B","Travaux d'installation équipements thermiques et climatisation",5,43,432,4322,"4322B",NA,NA,NA,NA,NA,NA,FALSE
196,2012,NA,2429,NA,790709,793138,NA,NA,NA,683,749,794570,NA,NA,NA,NA,259232,2510,335575,146048,261,789013,5557,NA,NA,NA,NA,175,NA,NA,NA,175,NA,845,NA,NA,845,-670,NA,NA,NA,NA,NA,150,NA,NA,150,NA,NA,NA,794745,790009,4736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353948763,"ETS CHEYRESY ET FASTOUT",218,"06400","CANNES","4291Z","Construction d'ouvrages maritimes et fluviaux",5,42,429,4291,"4291Z",353948763,"CHEYRESY ET FASTOUT",NA,NA,"06400 CANNES","Sociétés coopératives et participatives (SCOP)",TRUE
197,2012,NA,NA,NA,908800,908800,NA,NA,NA,NA,2,908802,NA,NA,NA,NA,5853,36235,NA,NA,4,376690,532112,NA,NA,13,NA,98560,NA,NA,NA,98573,NA,70192,NA,NA,70192,28381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007375,633746,373629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354067472,"MICADIF",155,"50340","LES PIEUX","4711D","Supermarchés",5,47,471,4711,"4711D",NA,NA,NA,NA,NA,NA,FALSE
198,2012,NA,992413,NA,33245,1025658,NA,NA,NA,NA,5,1025663,679771,15881,NA,NA,50756,14896,134945,34586,NA,967960,57704,NA,NA,NA,NA,1,NA,NA,53,55,NA,NA,NA,NA,687,-632,57072,NA,NA,NA,NA,1283,NA,NA,1283,-1283,NA,NA,1025718,969930,55788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354073736,"PHARMACIE DE LA VALLOUISE",316,"05290","VALLOUISE","4773Z","Commerce de détail produits pharmaceutiques (magasin spécialisé)",5,47,477,4773,"4773Z",NA,NA,NA,NA,NA,NA,FALSE
199,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7133,-7133,NA,NA,8113,10076,NA,NA,NA,24119,-24119,NA,NA,NA,NA,2931,NA,NA,NA,2931,NA,NA,NA,NA,NA,2931,-21189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2931,24119,-21189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367500014,"ETABLISSEMENT ROLLAND",683,"76600","LE HAVRE","4778A","Commerces de détail d'optique",5,47,477,4778,"4778A",NA,NA,NA,NA,NA,NA,FALSE
200,2012,NA,NA,NA,NA,59779,NA,NA,NA,NA,NA,59779,137,NA,33326,19208,17166,NA,22158,5190,1360,100163,-40384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40384,NA,NA,NA,NA,60,NA,7262,NA,-7322,NA,NA,59779,107485,-47706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377880919,"PONEY CLUB DE CHAMANT",723,"60300","CHAMANT","9329Z","Autres activités récréatives et de loisirs",5,93,932,9329,"9329Z",NA,NA,NA,NA,NA,NA,FALSE
201,2012,NA,NA,NA,9187008,9187008,NA,NA,800,74410,96,9262316,NA,NA,NA,NA,3090566,204970,3386666,1488970,32964,8477162,785152,NA,NA,NA,16,NA,NA,50,NA,66,NA,NA,NA,NA,2490,-2426,782728,9196,NA,NA,9196,4878,NA,NA,24878,-15682,NA,272002,9271576,8776532,495044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377899893,"ASSISTANCE RISQUE CLIENT",985,"75002","PARIS","8291Z","Activ. de recouvrement factures & d'info. financ. s/la clientèle",5,82,829,8291,"8291Z",NA,NA,NA,NA,NA,NA,FALSE
202,2012,NA,NA,NA,149635,149635,NA,NA,NA,NA,NA,149635,NA,NA,NA,NA,120428,458,NA,NA,NA,120886,28749,NA,NA,NA,NA,NA,NA,NA,2125,NA,NA,NA,NA,NA,NA,2125,30875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4631,151760,125517,26243,NA,NA,NA,NA,NA,NA,92,5420,NA,94490,NA,NA,458,NA,NA,NA,378429690,"SARL RECIL",742,"75001","PARIS","6920Z","Activités comptables",5,69,692,6920,"6920Z",NA,NA,NA,NA,NA,NA,FALSE
203,2012,NA,NA,NA,958917,958917,NA,NA,NA,9737,1082,969735,NA,NA,NA,NA,335693,4628,420286,126032,17346,952387,17348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846,NA,NA,846,-846,16502,NA,NA,NA,1100,NA,1099,NA,1099,1,NA,NA,970835,955605,15230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378526206,"ALTER EGO EXPERTISE COMPTABLE",742,"30000","NIMES","6920Z","Activités comptables",5,69,692,6920,"6920Z",NA,NA,NA,NA,NA,NA,FALSE
204,2012,NA,NA,NA,383537,383537,-27674,NA,NA,NA,9604,365467,NA,NA,109,NA,272086,1898,117368,50722,286,448616,-83149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324,-2324,-85474,39515,NA,NA,NA,NA,NA,NA,NA,39515,NA,NA,404982,450941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379072200,"CONSEILS, PROGRAMMATION ET ORGANISATION",973,"75011","PARIS","7112B","Ingénierie, études techniques",5,71,711,7112,"7112B",NA,NA,NA,NA,NA,NA,FALSE
205,2012,NA,81980247,NA,NA,82915335,NA,NA,41450,NA,185358,83142143,65279121,120093,NA,NA,7336111,920656,5282476,NA,11646,81845719,1296423,NA,NA,NA,NA,NA,NA,NA,NA,130304,NA,NA,NA,NA,78331,51973,1348396,NA,NA,NA,217815,NA,NA,NA,416334,-198519,103486,NA,83490262,82702150,788111,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,379166325,"SODICHAL",286,"85300","CHALLANS","4711F","Hypermarchés",5,47,471,4711,"4711F",NA,NA,NA,NA,NA,NA,FALSE
206,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,9921,346,NA,638,1,12858,-12853,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6875,12858,-5982,NA,NA,NA,NA,NA,NA,4100,NA,NA,878,NA,NA,346,15055,10359,NA,379441546,"ANNABEL PRODUCTIONS",1059,"92420","VAUCRESSON","5911C","Production de films pour le cinéma",5,59,591,5911,"5911C",NA,NA,NA,NA,NA,NA,FALSE
207,2012,NA,146604,NA,NA,146604,NA,NA,2041,5662,200,NA,53451,NA,NA,NA,38180,954,30991,5310,78,129817,24690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24690,NA,NA,NA,NA,212,NA,NA,212,-212,NA,3750,154507,133779,20728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379456973,"SOPAREX",97,"75012","PARIS","4669B","Commerce de gros de fournitures et équipements industriels divers",5,46,466,4669,"4669B",NA,NA,NA,NA,NA,NA,FALSE
208,2012,NA,NA,NA,83418,83418,NA,NA,NA,NA,102,83520,NA,NA,NA,NA,81230,19955,101172,27941,29,270009,-186489,NA,NA,NA,NA,1734,NA,NA,NA,1734,NA,NA,NA,NA,NA,1734,NA,NA,250000,NA,250000,267,NA,NA,267,NA,NA,NA,335254,270276,64978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380030320,"LAMBERT AMBULANCES SARL",339,"93120","LA COURNEUVE","8690A","Ambulances",5,86,869,8690,"8690A",NA,NA,NA,NA,NA,NA,FALSE
209,2012,NA,NA,NA,53875,53875,NA,NA,NA,NA,NA,53875,NA,NA,NA,NA,37165,474,108000,146833,NA,292473,-238598,NA,NA,NA,51882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51882,-186716,8610,9,59658,NA,NA,NA,NA,NA,68277,NA,NA,174034,292473,-118439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380405530,"SOFIMAR",1515,"75004","PARIS","6420Z","Activités des sociétés holding",5,64,642,6420,"6420Z",NA,NA,NA,NA,NA,NA,FALSE
210,2012,NA,NA,NA,16250,16250,NA,NA,NA,NA,NA,16250,NA,NA,NA,NA,22433,NA,NA,NA,2598,29580,-13329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13329,NA,NA,NA,NA,150,NA,NA,150,-150,NA,NA,16250,29730,-13479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380497214,"LOUISE MUSIC",550,"75019","PARIS","9001Z","Arts du spectacle vivant",5,90,900,9001,"9001Z",NA,NA,NA,NA,NA,NA,FALSE
211,2012,NA,665950,4142683,102120,4910754,140725,NA,263221,42887,279,5367488,-481342,108656,-615254,41429,-2966304,NA,-1524730,-631914,-558,-7222651,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,-150831,NA,NA,-150831,-150828,-2005991,-587,1078,96453,96944,-25943,-4455,NA,-294371,-197427,233,205406,5464436,-7462215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380792440,"BIOLINE FRANCE",244,"75016","PARIS","7219Z","Recherche-développement : autres sciences physiques et naturelles",5,72,721,7219,"7219Z",NA,NA,NA,NA,NA,NA,FALSE
212,2012,NA,NA,NA,9000,9000,NA,NA,NA,NA,NA,9000,NA,NA,NA,NA,8555,2194,NA,6622,NA,18477,-9477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,163,-163,NA,NA,NA,NA,NA,1800,NA,NA,1800,NA,NA,NA,9000,20440,-11440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381350685,"NRE CONSULTING",1572,"75004","PARIS","7021Z","Conseil en relations publiques et communication",5,70,702,7021,"7021Z",NA,NA,NA,NA,NA,NA,FALSE
213,2012,NA,NA,NA,76830,76830,NA,NA,NA,12280,3,89113,NA,NA,NA,NA,98674,2880,21380,NA,NA,123315,-34202,NA,NA,NA,NA,141,NA,NA,5678,5819,NA,NA,NA,NA,NA,5819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94932,123315,-28383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381352707,"TRANS OMNIUM DE PARTICIPATIONS HOLDING",1010,"94700","MAISONS ALFORT","6831Z","Agences immobilières",5,68,683,6831,"6831Z",NA,NA,NA,NA,NA,NA,FALSE
214,2012,NA,85713,NA,NA,85713,403051,NA,NA,11162,12412,501177,58606,NA,NA,NA,139685,14841,NA,NA,NA,528896,-27719,NA,NA,NA,NA,34,NA,NA,NA,34,NA,NA,NA,NA,15958,-15923,-43642,3,2950,NA,2953,2,972,NA,974,NA,NA,NA,501211,544853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381491919,"SARL DU VAL SECRET",1133,"02400","BRASLES","4312A","Travaux de terrassement courants et travaux préparatoires",5,43,431,4312,"4312A",NA,NA,NA,NA,NA,NA,FALSE
215,2012,NA,NA,NA,188478,188478,NA,NA,600,NA,1,189078,NA,NA,NA,NA,56759,6139,61461,30482,NA,156691,32387,NA,NA,NA,NA,3269,NA,NA,NA,NA,NA,21,NA,NA,21,3248,35635,NA,NA,NA,NA,NA,NA,NA,17,-17,NA,5345,192347,162074,30273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381653625,"EVEREST CONSEIL",1504,"67201","ECKBOLSHEIM","6619A","Supports juridiques de gestion de patrimoine mobilier",5,66,661,6619,"6619A",NA,NA,NA,NA,NA,NA,FALSE
216,2012,NA,498725,NA,1449507,1948232,NA,NA,NA,84721,57,2033011,270318,NA,NA,NA,276480,24441,721328,238203,3072,1624216,408794,NA,NA,NA,3,NA,NA,NA,308,NA,NA,3275,NA,NA,3275,-2963,405831,NA,NA,NA,NA,872,NA,5711,6583,-6583,NA,127273,2033323,1761348,271974,NA,NA,NA,NA,NA,NA,21166,4491,11,NA,NA,NA,4903,380832,89073,5000,381692565,"PHILIPPE COUSTE",98,"22130","PLANCO","4661Z","Commerce de gros (commerce interentreprises) de matériel agricole",5,46,466,4661,"4661Z",NA,NA,NA,NA,NA,NA,FALSE
217,2012,NA,NA,NA,789580,789580,NA,NA,NA,15335,11574,816489,40,NA,NA,NA,329200,10836,294469,137841,4943,796165,20324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,52,-52,NA,NA,NA,NA,NA,932,NA,NA,932,NA,NA,NA,816489,797149,19340,NA,NA,NA,NA,NA,NA,47684,140352,NA,1770,NA,NA,3016,72019,43681,NA,381905140,"BRUNSCHWIG & FILS CENTRALE",1100,"75002","PARIS","4616Z","Interm. comm. textiles, habillt, fourrures, chaussures & art cuir",5,46,461,4616,"4616Z",NA,NA,NA,NA,NA,NA,FALSE
218,2012,NA,NA,NA,710174,710174,NA,NA,NA,NA,NA,710174,9241,-375,924,-136,223512,21926,374046,95796,NA,757881,-47706,NA,NA,NA,NA,NA,NA,NA,120,120,NA,372,NA,NA,372,NA,-47959,374,NA,10625,10999,829,NA,NA,829,NA,NA,NA,721293,759082,-37789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381979855,"HOTEL DE LA GAITE",187,"75014","PARIS","5510Z","Hôtels et hébergement similaire",5,55,551,5510,"5510Z",NA,NA,NA,NA,NA,NA,FALSE
219,2012,NA,5891990,NA,37263,5929254,NA,NA,NA,51492,219,5980966,2920700,NA,NA,NA,948638,76140,1029746,352910,8925,6081292,-100326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40294,-40294,-140620,5412,287700,NA,293112,6195,415815,NA,NA,-128898,NA,NA,6274078,6543598,-269519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382338267,"TILAROMA",212,"62300","LENS","4771Z","Commerce de détail d'habillement en magasin spécialisé",5,47,477,4771,"4771Z",NA,NA,NA,NA,NA,NA,FALSE
220,2012,NA,10829959,NA,NA,10829959,NA,NA,NA,275953,9449,NA,7310111,266363,3568,NA,2447013,40946,394806,92066,117033,10963664,151478,NA,NA,NA,NA,1048,2661,25070,NA,28779,1118,26022,9830,NA,36970,-8191,143287,15837,NA,NA,15837,8183,122,NA,8305,7531,NA,65700,11159977,11074859,85118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382445922,"PRODICONSEIL",1558,"94200","IVRY SUR SEINE","4676Z","Commerce de gros d'autres produits intermédiaires",5,46,467,4676,"4676Z",NA,NA,NA,NA,NA,NA,FALSE
221,2012,NA,NA,NA,3291683,3291683,-64200,NA,NA,44538,3037,3275058,NA,NA,711490,-3287,1731349,27140,325303,178359,110,3112694,162364,NA,NA,NA,794,96,NA,NA,NA,890,NA,NA,NA,NA,1169,-279,162085,81912,NA,NA,81912,NA,NA,NA,16096,65815,NA,71896,3357860,3201856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382698876,"SOCIETE GENERALE DE TRAVAUX EUROPEENS",1640,"94800","VILLEJUIF","4120A","Construction de maisons individuelles",5,41,412,4120,"4120A",NA,NA,NA,NA,NA,NA,FALSE
222,2012,NA,NA,NA,NA,161269,-5200,NA,NA,NA,123,156193,NA,NA,NA,NA,110058,4462,23678,18985,1898,164313,-8120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,135,-135,-8255,NA,500,NA,NA,2312,NA,NA,2312,-1812,NA,NA,156693,166761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382827384,"ADIMA PRODUCTIONS",1234,"75018","PARIS","9002Z","Activités de soutien au spectacle vivant",5,90,900,9002,"9002Z",NA,NA,NA,NA,NA,NA,FALSE
223,2012,NA,NA,NA,276687,276687,NA,NA,NA,3689,25,280401,NA,NA,NA,NA,419316,21779,165720,61131,58,676827,-396425,NA,NA,55943,30918,241052,1224051,NA,61880,1613843,NA,NA,NA,19619,24152,1589690,1193265,48865,NA,NA,NA,NA,NA,NA,NA,48865,NA,100923,1943109,801907,1141202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383006525,"GROUPE D.S INVESTISSEMENT",114,"75008","PARIS","6820B","Location de terrains et d'autres biens immobiliers",5,68,682,6820,"6820B",NA,NA,NA,NA,NA,NA,FALSE
224,2012,NA,NA,117024,34117,151142,-57453,NA,NA,NA,1,93689,NA,NA,17071,-444,73780,2675,8725,2494,NA,NA,-32204,NA,NA,NA,NA,50,NA,NA,NA,50,NA,NA,NA,NA,4212,-4162,-36366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93739,130105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383127990,"THOMAS ET JEREMIE LURTON",483,"33750","NERIGEAN","0121Z","Culture de la vigne",5,1,12,121,"0121Z",NA,NA,NA,NA,NA,NA,FALSE
225,2012,NA,NA,NA,73820,73820,NA,NA,NA,NA,NA,73820,NA,NA,NA,NA,5392,71,40428,13496,NA,59387,14433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2164,73820,61551,12268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383299989,"KORTAS ET NAGES JURIS ASSISTANCE",613,"75019","PARIS","7739Z","Location et location-bail machines, équipements et biens divers",5,77,773,7739,"7739Z",NA,NA,NA,NA,NA,NA,FALSE
226,2012,NA,NA,NA,621225,621225,NA,NA,NA,1633,NA,622857,NA,NA,NA,NA,218076,113239,20304,4024,1635,515754,107104,NA,NA,25,NA,600,NA,NA,421,1046,NA,47809,NA,NA,NA,-46763,60341,NA,NA,NA,NA,957,NA,3663577,NA,-3664534,NA,NA,623904,4228096,-3604193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383409059,"AROUMIC",114,"91070","BONDOUFLE","6820B","Location de terrains et d'autres biens immobiliers",5,68,682,6820,"6820B",NA,NA,NA,NA,NA,NA,FALSE
227,2012,NA,24866,NA,18203,43069,-13351,NA,NA,NA,NA,29718,11129,NA,NA,NA,13512,1492,NA,1612,NA,30867,-1149,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,835,-806,-1955,276,2258,NA,2533,3397,NA,NA,5213,-2680,NA,NA,32281,NA,-4635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383471786,"CHRONO SPORT - DANIEL RAGEAU",998,"86240","LIGUG","4520A","Entretien et réparation de véhicules automobiles légers",5,45,452,4520,"4520A",NA,NA,NA,NA,NA,NA,FALSE
228,2012,NA,NA,NA,414599,414599,NA,NA,NA,3132,25,417755,NA,NA,NA,-375,86752,9929,184972,77233,37047,411903,5852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-20,5832,12393,NA,NA,12393,NA,NA,NA,208,12185,NA,2157,430148,414288,15860,NA,NA,NA,NA,NA,NA,5386,30231,7,NA,NA,NA,5474,78963,14958,NA,383486065,"GORKI AUTO BILAN",902,"94800","VILLEJUIF","7120A","Contrôle technique automobile",5,71,712,7120,"7120A",NA,NA,NA,NA,NA,NA,FALSE
229,2012,NA,NA,340482,9818,350300,7741,15907,42247,NA,3,416198,NA,NA,110216,NA,255480,7937,33924,11824,11,504193,NA,NA,NA,NA,NA,34168,607,NA,NA,34775,NA,NA,NA,NA,NA,34775,-53221,2024,NA,NA,NA,NA,NA,NA,NA,60721,NA,27535,511693,531728,NA,NA,NA,NA,NA,NA,NA,12500,18294,2,NA,NA,NA,NA,5961,22809,NA,384026951,"HABITATION COCOTTE",14,"97232","LE","0114Z","Culture de la canne à sucre",5,1,11,114,"0114Z",NA,NA,NA,NA,NA,NA,FALSE
