,ape,ape_name,ape_len,ape_cat0,ape_cat1,ape_cat2,ape_cat3,Libellé,Code
834,1011Z,Transformation et conservation de la viande de boucherie,5,10,1.0,1.0,Z,Industrie manufacturière,C
835,8423Z,Justice,5,84,2.0,3.0,Z,Administration publique,O
836,2052,Fabrication de colles,4,20,5.0,2.0,,Industrie manufacturière,C
837,21,Sylviculture et autres activités forestières,2,21,,,,Industrie manufacturière,C
838,2223Z,Fabrication d'éléments matières plastiques pour la construction,5,22,2.0,3.0,Z,Industrie manufacturière,C
839,2454,Fonderie d'autres métaux non ferreux,4,24,5.0,4.0,,Industrie manufacturière,C
840,2365,Fabrication d'ouvrages en fibre-ciment,4,23,6.0,5.0,,Industrie manufacturière,C
841,7735Z,Location et location-bail de matériels de transport aérien,5,77,3.0,5.0,Z,Activités de services administratifs et de soutien,N
842,233,Fabrication de matériaux de construction en terre cuite,3,23,3.0,,,Industrie manufacturière,C
843,8790,Autres activités d’hébergement social,4,87,9.0,0.0,,Santé humaine et action sociale,Q
844,272,Fabrication de piles et d'accumulateurs électriques,3,27,2.0,,,Industrie manufacturière,C
845,4211,Construction de routes et autoroutes,4,42,1.0,1.0,,Construction,F
846,235,"Fabrication de ciment, chaux et plâtre",3,23,5.0,,,Industrie manufacturière,C
847,3020,Construction locomotives & autre matériel ferroviaire roulant,4,30,2.0,0.0,,Industrie manufacturière,C
848,6619,"Aut. activ. auxil. serv. financ., hors assur. & caisses retraite",4,66,1.0,9.0,,Activités financières et d'assurance,K
849,0146Z,Élevage de porcins,5,1,4.0,6.0,Z,"Agriculture, sylviculture et pêche",A
850,1512Z,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",5,15,1.0,2.0,Z,Industrie manufacturière,C
851,4665Z,Commerce de gros de mobilier de bureau,5,46,6.0,5.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
852,879,Autres activités d’hébergement social,3,87,9.0,,,Santé humaine et action sociale,Q
853,8560,Activités de soutien à l'enseignement,4,85,6.0,0.0,,Enseignement,P
854,1086,Fabrication d'aliments homogénéisés et diététiques,4,10,8.0,6.0,,Industrie manufacturière,C
855,8220Z,Activités de centres d'appels,5,82,2.0,0.0,Z,Activités de services administratifs et de soutien,N
856,2446,Élaboration et transformation de matières nucléaires,4,24,4.0,6.0,,Industrie manufacturière,C
857,7711,Location & location-bail voitures & véhicules automobiles légers,4,77,1.0,1.0,,Activités de services administratifs et de soutien,N
858,2891Z,Fabrication de machines pour la métallurgie,5,28,9.0,1.0,Z,Industrie manufacturière,C
859,4730Z,Commerce de détail de carburants en magasin spécialisé,5,47,3.0,0.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
860,2611Z,Fabrication de composants électroniques,5,26,1.0,1.0,Z,Industrie manufacturière,C
861,7112,Activités d'ingénierie,4,71,1.0,2.0,,"Activités spécialisées, scientifiques et techniques",M
862,801,Activités de sécurité privée,3,80,1.0,,,Activités de services administratifs et de soutien,N
863,6312,Portails Internet,4,63,1.0,2.0,,Information et communication,J
864,5520Z,Hébergement touristique et autre hébergement de courte durée,5,55,2.0,0.0,Z,Hébergement et restauration,I
865,1081Z,Fabrication de sucre,5,10,8.0,1.0,Z,Industrie manufacturière,C
866,6530Z,Caisses de retraite,5,65,3.0,0.0,Z,Activités financières et d'assurance,K
867,464,Commerce de gros de biens domestiques,3,46,4.0,,,Commerce ; réparation d'automobiles et de motocycles,G
868,495,Transports par conduites,3,49,5.0,,,Transports et entreposage,H
869,8430,Sécurité sociale obligatoire,4,84,3.0,0.0,,Administration publique,O
870,1089Z,Fabrication d'autres produits alimentaires n.c.a.,5,10,8.0,9.0,Z,Industrie manufacturière,C
871,862,Activité des médecins et des dentistes,3,86,2.0,,,Santé humaine et action sociale,Q
872,439,Autres travaux de construction spécialisés,3,43,9.0,,,Construction,F
873,639,Autres services d'information,3,63,9.0,,,Information et communication,J
874,9313,Activités des centres de culture physique,4,93,1.0,3.0,,"Arts, spectacles et activités récréatives",R
875,2920Z,Fabrication de carrosseries et remorques,5,29,2.0,0.0,Z,Industrie manufacturière,C
876,53,Activités de poste et de courrier,2,53,,,,Transports et entreposage,H
877,9521Z,Réparation de produits électroniques grand public,5,95,2.0,1.0,Z,Autres activités de services,S
878,5121,Transports aériens de fret,4,51,2.0,1.0,,Transports et entreposage,H
879,2910Z,Construction de véhicules automobiles,5,29,1.0,0.0,Z,Industrie manufacturière,C
880,7830Z,Autre mise à disposition de ressources humaines,5,78,3.0,0.0,Z,Activités de services administratifs et de soutien,N
881,9004,Gestion de salles de spectacles,4,90,0.0,4.0,,"Arts, spectacles et activités récréatives",R
882,2042Z,Fabrication de parfums et de produits pour la toilette,5,20,4.0,2.0,Z,Industrie manufacturière,C
883,4665,Commerce de gros de mobilier de bureau,4,46,6.0,5.0,,Commerce ; réparation d'automobiles et de motocycles,G
884,473,Commerce de détail de carburants en magasin spécialisé,3,47,3.0,,,Commerce ; réparation d'automobiles et de motocycles,G
885,4939,Autres transports terrestres de voyageurs n.c.a.,4,49,3.0,9.0,,Transports et entreposage,H
886,8621,Activité des médecins généralistes,4,86,2.0,1.0,,Santé humaine et action sociale,Q
887,7311Z,Activités des agences de publicité,5,73,1.0,1.0,Z,"Activités spécialisées, scientifiques et techniques",M
888,5121Z,Transports aériens de fret,5,51,2.0,1.0,Z,Transports et entreposage,H
889,42,Génie civil,2,42,,,,Construction,F
890,2017,Fabrication de caoutchouc synthétique,4,20,1.0,7.0,,Industrie manufacturière,C
891,4743Z,Commerce de détail de matériels audio/vidéo en magasin spécialisé,5,47,4.0,3.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
892,4619B,Autres intermédiaires du commerce en produits divers,5,46,1.0,9.0,B,Commerce ; réparation d'automobiles et de motocycles,G
893,2013,Fabrication d'autres produits chimiques inorganiques de base,4,20,1.0,3.0,,Industrie manufacturière,C
894,1820Z,Reproduction d'enregistrements,5,18,2.0,0.0,Z,Industrie manufacturière,C
895,4729Z,Autres commerces de détail alimentaires en magasin spécialisé,5,47,2.0,9.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
896,4910,Transport ferroviaire interurbain de voyageurs,4,49,1.0,0.0,,Transports et entreposage,H
897,2053,Fabrication d'huiles essentielles,4,20,5.0,3.0,,Industrie manufacturière,C
898,642,Activités des sociétés holding,3,64,2.0,,,Activités financières et d'assurance,K
899,8553,Enseignement de la conduite,4,85,5.0,3.0,,Enseignement,P
900,4789,Autres commerces de détail sur éventaires et marchés,4,47,8.0,9.0,,Commerce ; réparation d'automobiles et de motocycles,G
901,9104Z,Gest. des jardins botaniques et zoolog. et des réserv. naturelles,5,91,0.0,4.0,Z,"Arts, spectacles et activités récréatives",R
902,7120A,Contrôle technique automobile,5,71,2.0,0.0,A,"Activités spécialisées, scientifiques et techniques",M
903,2016,Fabrication de matières plastiques de base,4,20,1.0,6.0,,Industrie manufacturière,C
904,1101Z,Production de boissons alcooliques distillées,5,11,0.0,1.0,Z,Industrie manufacturière,C
905,4730,Commerce de détail de carburants en magasin spécialisé,4,47,3.0,0.0,,Commerce ; réparation d'automobiles et de motocycles,G
906,2612Z,Fabrication de cartes électroniques assemblées,5,26,1.0,2.0,Z,Industrie manufacturière,C
907,243,Fabrication autres produits 1ere transformation de l'acier,3,24,3.0,,,Industrie manufacturière,C
908,5914Z,Projection de films cinématographiques,5,59,1.0,4.0,Z,Information et communication,J
909,6511Z,Assurance vie,5,65,1.0,1.0,Z,Activités financières et d'assurance,K
910,332,Installation de machines et d'équipements industriels,3,33,2.0,,,Industrie manufacturière,C
911,422,Construction de réseaux et de lignes,3,42,2.0,,,Construction,F
912,4754Z,Commerce de détail appareils électroménagers (magasin spécialisé),5,47,5.0,4.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
913,2620Z,Fabrication d'ordinateurs et d'équipements périphériques,5,26,2.0,0.0,Z,Industrie manufacturière,C
914,8423,Justice,4,84,2.0,3.0,,Administration publique,O
915,5229B,Affrètement et organisation des transports,5,52,2.0,9.0,B,Transports et entreposage,H
916,4313,Forages et sondages,4,43,1.0,3.0,,Construction,F
917,4663,"Comm de gros de machines pour l'extrac, la constr, le génie civil",4,46,6.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
918,28,Fabrication de machines et équipements n.c.a.,2,28,,,,Industrie manufacturière,C
919,2446Z,Élaboration et transformation de matières nucléaires,5,24,4.0,6.0,Z,Industrie manufacturière,C
920,104,Fabrication d’huiles et graisses végétales et animales,3,10,4.0,,,Industrie manufacturière,C
921,108,Fabrication d'autres produits alimentaires,3,10,8.0,,,Industrie manufacturière,C
922,2894,Fabrication de machines pour les industries textiles,4,28,9.0,4.0,,Industrie manufacturière,C
923,7990,Autres services de réservation et activités connexes,4,79,9.0,0.0,,Activités de services administratifs et de soutien,N
924,1051,Exploitation de laiteries et fabrication de fromage,4,10,5.0,1.0,,Industrie manufacturière,C
925,1610A,"Sciage et rabotage du bois, hors imprégnation",5,16,1.0,0.0,A,Industrie manufacturière,C
926,1621,Fabrication de placage et de panneaux de bois,4,16,2.0,1.0,,Industrie manufacturière,C
927,3101,Fabrication de meubles de bureau et de magasin,4,31,0.0,1.0,,Industrie manufacturière,C
928,2651,"Fabric. instruments & d'appareils mesure, essai & de navigation",4,26,5.0,1.0,,Industrie manufacturière,C
929,6520,Réassurance,4,65,2.0,0.0,,Activités financières et d'assurance,K
930,813,Services d'aménagement paysager,3,81,3.0,,,Activités de services administratifs et de soutien,N
931,352,Production et distribution de combustibles gazeux,3,35,2.0,,,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
932,8891B,Accueil ou accompagnement sans hébergement d’enfants handicapés,5,88,9.0,1.0,B,Santé humaine et action sociale,Q
933,8810A,Aide à domicile,5,88,1.0,0.0,A,Santé humaine et action sociale,Q
934,5310,Activ. poste dans le cadre d'une obligation de service universel,4,53,1.0,0.0,,Transports et entreposage,H
935,856,Activités de soutien à l'enseignement,3,85,6.0,,,Enseignement,P
936,463,Comm. gros produits alimentaires boissons & tabac,3,46,3.0,,,Commerce ; réparation d'automobiles et de motocycles,G
937,552,Hébergement touristique et autre hébergement de courte durée,3,55,2.0,,,Hébergement et restauration,I
938,0143Z,Élevage de chevaux et d'autres équidés,5,1,4.0,3.0,Z,"Agriculture, sylviculture et pêche",A
939,5020Z,Transports maritimes et côtiers de fret,5,50,2.0,0.0,Z,Transports et entreposage,H
940,652,Réassurance,3,65,2.0,,,Activités financières et d'assurance,K
941,7430,Traduction et interprétation,4,74,3.0,0.0,,"Activités spécialisées, scientifiques et techniques",M
942,116,Culture de plantes à fibres,3,11,6.0,,,Industrie manufacturière,C
943,164,Traitement des semences,3,16,4.0,,,Industrie manufacturière,C
944,479,"Commerce de détail hors magasin, éventaires ou marchés",3,47,9.0,,,Commerce ; réparation d'automobiles et de motocycles,G
945,6420,Activités des sociétés holding,4,64,2.0,0.0,,Activités financières et d'assurance,K
946,7721Z,Location et location-bail d'articles de loisirs et de sport,5,77,2.0,1.0,Z,Activités de services administratifs et de soutien,N
947,35,Prod. & distribution électricité gaz vapeur & air conditionné,2,35,,,,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
948,145,Élevage d'ovins et de caprins,3,14,5.0,,,Industrie manufacturière,C
949,4391A,Travaux de charpente,5,43,9.0,1.0,A,Construction,F
950,7490B,"Activités spécialisées, scientifiques et techniques diverses",5,74,9.0,0.0,B,"Activités spécialisées, scientifiques et techniques",M
951,1811,Imprimerie de journaux,4,18,1.0,1.0,,Industrie manufacturière,C
952,2612,Fabrication de cartes électroniques assemblées,4,26,1.0,2.0,,Industrie manufacturière,C
953,259,Fabrication d'autres ouvrages en métaux,3,25,9.0,,,Industrie manufacturière,C
954,3213,Fabrication articles bijouterie fantaisie & articles similaires,4,32,1.0,3.0,,Industrie manufacturière,C
955,3311Z,Réparation d'ouvrages en métaux,5,33,1.0,1.0,Z,Industrie manufacturière,C
956,8690C,Centres de collecte et banques d'organes,5,86,9.0,0.0,C,Santé humaine et action sociale,Q
957,9321,Activités des parcs d'attractions et parcs à thèmes,4,93,2.0,1.0,,"Arts, spectacles et activités récréatives",R
958,8710,Hébergement médicalisé,4,87,1.0,0.0,,Santé humaine et action sociale,Q
959,4329A,Travaux d'isolation,5,43,2.0,9.0,A,Construction,F
960,7732,Location et location-bail machines & équipts pour la construction,4,77,3.0,2.0,,Activités de services administratifs et de soutien,N
961,8110,Activités combinées de soutien lié aux bâtiments,4,81,1.0,0.0,,Activités de services administratifs et de soutien,N
962,7219,Recherche-développement : autres sciences physiques et naturelles,4,72,1.0,9.0,,"Activités spécialisées, scientifiques et techniques",M
963,2441,Production de métaux précieux,4,24,4.0,1.0,,Industrie manufacturière,C
964,4612B,Autres interm. comm. combustibles métaux minéraux prod. chimiques,5,46,1.0,2.0,B,Commerce ; réparation d'automobiles et de motocycles,G
965,861,Activités hospitalières,3,86,1.0,,,Santé humaine et action sociale,Q
966,3812Z,Collecte des déchets dangereux,5,38,1.0,2.0,Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
967,9521,Réparation de produits électroniques grand public,4,95,2.0,1.0,,Autres activités de services,S
968,3315,Réparation et maintenance navale,4,33,1.0,5.0,,Industrie manufacturière,C
969,2052Z,Fabrication de colles,5,20,5.0,2.0,Z,Industrie manufacturière,C
970,620,Extraction de gaz naturel,3,62,0.0,,,Information et communication,J
971,910,"Bibliothèques, archives, musées et autres activités culturelles",3,91,0.0,,,"Arts, spectacles et activités récréatives",R
972,239,Fabric. prod. abrasifs & produits minéraux non métalliques n.c.a.,3,23,9.0,,,Industrie manufacturière,C
973,7112B,"Ingénierie, études techniques",5,71,1.0,2.0,B,"Activités spécialisées, scientifiques et techniques",M
974,8551Z,Enseignement de disciplines sportives et d'activités de loisirs,5,85,5.0,1.0,Z,Enseignement,P
975,39,Dépollution et autres services de gestion des déchets,2,39,,,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
976,4719B,Autres commerces de détail en magasin non spécialisé,5,47,1.0,9.0,B,Commerce ; réparation d'automobiles et de motocycles,G
977,2013A,Enrichissement et retraitement de matières nucléaires,5,20,1.0,3.0,A,Industrie manufacturière,C
978,2332,Fabrication briques tuiles & prod. de construction en terre cuite,4,23,3.0,2.0,,Industrie manufacturière,C
979,4772A,Commerce de détail de la chaussure,5,47,7.0,2.0,A,Commerce ; réparation d'automobiles et de motocycles,G
980,0240Z,Services de soutien à l'exploitation forestière,5,2,4.0,0.0,Z,"Agriculture, sylviculture et pêche",A
981,4773,Commerce de détail produits pharmaceutiques (magasin spécialisé),4,47,7.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
982,4690,Commerce de gros non spécialisé,4,46,9.0,0.0,,Commerce ; réparation d'automobiles et de motocycles,G
983,2711Z,"Fabrication de moteurs, génératrices, transformateurs électriques",5,27,1.0,1.0,Z,Industrie manufacturière,C
984,4763Z,Comm. détail enreg. musicaux & vidéo (magasin spécialisé),5,47,6.0,3.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
985,8291Z,Activ. de recouvrement factures & d'info. financ. s/la clientèle,5,82,9.0,1.0,Z,Activités de services administratifs et de soutien,N
986,7120B,"Analyses, essais et inspections techniques",5,71,2.0,0.0,B,"Activités spécialisées, scientifiques et techniques",M
987,2512Z,Fabrication de portes et fenêtres en métal,5,25,1.0,2.0,Z,Industrie manufacturière,C
988,731,Publicité,3,73,1.0,,,"Activités spécialisées, scientifiques et techniques",M
989,3320A,"Installation structures métalliques, chaudronnées et tuyauterie",5,33,2.0,0.0,A,Industrie manufacturière,C
990,1012,Transformation et conservation de la viande de volaille,4,10,1.0,2.0,,Industrie manufacturière,C
991,710,Extraction de minerais de fer,3,71,0.0,,,"Activités spécialisées, scientifiques et techniques",M
992,5610A,Restauration traditionnelle,5,56,1.0,0.0,A,Hébergement et restauration,I
993,881,Action soc. sans héberg. pers. âgées & handicapées,3,88,1.0,,,Santé humaine et action sociale,Q
994,7734,Location et location-bail de matériels de transport par eau,4,77,3.0,4.0,,Activités de services administratifs et de soutien,N
995,2420Z,"Fabric. tubes, tuyaux, profilés creux & accessoir. corresp. acier",5,24,2.0,0.0,Z,Industrie manufacturière,C
996,242,"Fabric. tubes, tuyaux, profilés creux & accessoir. corresp. acier",3,24,2.0,,,Industrie manufacturière,C
997,301,Construction navale,3,30,1.0,,,Industrie manufacturière,C
998,4520A,Entretien et réparation de véhicules automobiles légers,5,45,2.0,0.0,A,Commerce ; réparation d'automobiles et de motocycles,G
999,128,Culture plantes à épices aromatiques médicinales pharmaceutiques,3,12,8.0,,,Industrie manufacturière,C
1000,0125Z,Culture d'aut. fruits d'arbres ou d'arbustes et de fruits a coque,5,1,2.0,5.0,Z,"Agriculture, sylviculture et pêche",A
1001,4222Z,Construction de réseaux électriques et de télécommunications,5,42,2.0,2.0,Z,Construction,F
1002,711,Activités d'architecture et d'ingénierie,3,71,1.0,,,"Activités spécialisées, scientifiques et techniques",M
1003,4932Z,Transports de voyageurs par taxis,5,49,3.0,2.0,Z,Transports et entreposage,H
1004,6520Z,Réassurance,5,65,2.0,0.0,Z,Activités financières et d'assurance,K
1005,3291,Fabrication d’articles de brosserie,4,32,9.0,1.0,,Industrie manufacturière,C
1006,7312,Régie publicitaire de médias,4,73,1.0,2.0,,"Activités spécialisées, scientifiques et techniques",M
1007,502,Transports maritimes et côtiers de fret,3,50,2.0,,,Transports et entreposage,H
1008,2511Z,Fabrication de structures métalliques et de parties de structures,5,25,1.0,1.0,Z,Industrie manufacturière,C
1009,69,Activités juridiques et comptables,2,69,,,,"Activités spécialisées, scientifiques et techniques",M
1010,6831Z,Agences immobilières,5,68,3.0,1.0,Z,Activités immobilières,L
1011,210,Sylviculture et autres activités forestières,3,21,0.0,,,Industrie manufacturière,C
1012,147,Élevage de volailles,3,14,7.0,,,Industrie manufacturière,C
1013,6419,Autres intermédiations monétaires,4,64,1.0,9.0,,Activités financières et d'assurance,K
1014,70,Activités des sièges sociaux ; conseil de gestion,2,70,,,,"Activités spécialisées, scientifiques et techniques",M
1015,559,Autres hébergements,3,55,9.0,,,Hébergement et restauration,I
1016,5811Z,Édition de livres,5,58,1.0,1.0,Z,Information et communication,J
1017,1629,"Fabrication objets divers en bois, liège, vannerie et sparterie",4,16,2.0,9.0,,Industrie manufacturière,C
1018,4669,Commerce de gros d'autres machines et équipements,4,46,6.0,9.0,,Commerce ; réparation d'automobiles et de motocycles,G
1019,822,Activités de centres d'appels,3,82,2.0,,,Activités de services administratifs et de soutien,N
1020,4399E,Location avec opérateur de matériel de construction,5,43,9.0,9.0,E,Construction,F
1021,9321Z,Activités des parcs d'attractions et parcs à thèmes,5,93,2.0,1.0,Z,"Arts, spectacles et activités récréatives",R
1022,2893Z,Fabrication de machines pour l'industrie agro-alimentaire,5,28,9.0,3.0,Z,Industrie manufacturière,C
1023,692,Activités comptables,3,69,2.0,,,"Activités spécialisées, scientifiques et techniques",M
1024,1712,Fabrication de papier et de carton,4,17,1.0,2.0,,Industrie manufacturière,C
1025,2811Z,Fabrication moteurs & turbines sf moteurs d'avions & de véhicules,5,28,1.0,1.0,Z,Industrie manufacturière,C
1026,9329,Autres activités récréatives et de loisirs,4,93,2.0,9.0,,"Arts, spectacles et activités récréatives",R
1027,4778B,Commerces de détail de charbons et combustibles,5,47,7.0,8.0,B,Commerce ; réparation d'automobiles et de motocycles,G
1028,0892Z,Extraction de tourbe,5,8,9.0,2.0,Z,Industries extractives,B
1029,2550,"Forge, emboutissage, estampage; métallurgie des poudres",4,25,5.0,0.0,,Industrie manufacturière,C
1030,743,Traduction et interprétation,3,74,3.0,,,"Activités spécialisées, scientifiques et techniques",M
1031,5914,Projection de films cinématographiques,4,59,1.0,4.0,,Information et communication,J
1032,4329B,Autres travaux d'installation n.c.a.,5,43,2.0,9.0,B,Construction,F
1033,8129B,Autres activités de nettoyage n.c.a.,5,81,2.0,9.0,B,Activités de services administratifs et de soutien,N
1034,261,Fabrication de composants et cartes électroniques,3,26,1.0,,,Industrie manufacturière,C
1035,13,Fabrication de textiles,2,13,,,,Industrie manufacturière,C
1036,1042,Fabrication de margarine et graisses comestibles similaires,4,10,4.0,2.0,,Industrie manufacturière,C
1037,274,Fabrication d'appareils d'éclairage électrique,3,27,4.0,,,Industrie manufacturière,C
1038,4799B,"Vente par automate, aut. com. dét. hors mag., éventaire ou marché",5,47,9.0,9.0,B,Commerce ; réparation d'automobiles et de motocycles,G
1039,4120,Construction de bâtiments résidentiels et non résidentiels,4,41,2.0,0.0,,Construction,F
1040,20,Industrie chimique,2,20,,,,Industrie manufacturière,C
1041,4724Z,Comm. détail pain pâtisserie & confiserie (magasin spécialisé),5,47,2.0,4.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1042,2572,Fabrication de serrures et de ferrures,4,25,7.0,2.0,,Industrie manufacturière,C
1043,4762,Commerce de détail de journaux et papeterie en magasin spécialisé,4,47,6.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
1044,4779,Commerce de détail de biens d'occasion en magasin,4,47,7.0,9.0,,Commerce ; réparation d'automobiles et de motocycles,G
1045,2211,Fabrication et rechapage de pneumatiques,4,22,1.0,1.0,,Industrie manufacturière,C
1046,1032,Préparation de jus de fruits et légumes,4,10,3.0,2.0,,Industrie manufacturière,C
1047,4711A,Commerce de détail de produits surgelés,5,47,1.0,1.0,A,Commerce ; réparation d'automobiles et de motocycles,G
1048,7712,Location et location-bail de camions,4,77,1.0,2.0,,Activités de services administratifs et de soutien,N
1049,2680Z,Fabrication de supports magnétiques et optiques,5,26,8.0,0.0,Z,Industrie manufacturière,C
1050,241,Sidérurgie,3,24,1.0,,,Industrie manufacturière,C
1051,283,Fabrication de machines agricoles et forestières,3,28,3.0,,,Industrie manufacturière,C
1052,1310Z,Préparation de fibres textiles et filature,5,13,1.0,0.0,Z,Industrie manufacturière,C
1053,5913A,Distribution de films cinématographiques,5,59,1.0,3.0,A,Information et communication,J
1054,7820Z,Activités des agences de travail temporaire,5,78,2.0,0.0,Z,Activités de services administratifs et de soutien,N
1055,97,Activ. ménages : employeurs de personnel domestique,2,97,,,,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,T
1056,8122,Autres activités nettoyage des bâtiments et nettoyage industriel,4,81,2.0,2.0,,Activités de services administratifs et de soutien,N
1057,1721,Fabrication papier & carton ondulés & emballages papier ou carton,4,17,2.0,1.0,,Industrie manufacturière,C
1058,2012,Fabrication de colorants et de pigments,4,20,1.0,2.0,,Industrie manufacturière,C
1059,5911C,Production de films pour le cinéma,5,59,1.0,1.0,C,Information et communication,J
1060,8810,Action soc. sans héberg. pers. âgées & handicapées,4,88,1.0,0.0,,Santé humaine et action sociale,Q
1061,8510,Enseignement pré-primaire,4,85,1.0,0.0,,Enseignement,P
1062,4771,Commerce de détail d'habillement en magasin spécialisé,4,47,7.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
1063,15,Culture et élevage associés,2,15,,,,Industrie manufacturière,C
1064,476,Comm. détail biens culturels & loisirs (magasin spécialisé),3,47,6.0,,,Commerce ; réparation d'automobiles et de motocycles,G
1065,492,Transports ferroviaires de fret,3,49,2.0,,,Transports et entreposage,H
1066,109,Fabrication d'aliments pour animaux,3,10,9.0,,,Industrie manufacturière,C
1067,143,Élevage de chevaux et d'autres équidés,3,14,3.0,,,Industrie manufacturière,C
1068,643,Fonds de placement et entités financières similaires,3,64,3.0,,,Activités financières et d'assurance,K
1069,4618Z,Interm. spécialisés commerce d'autres produits spécifiques,5,46,1.0,8.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1070,47,"Comm. détail, sf automobiles et motocycles",2,47,,,,Commerce ; réparation d'automobiles et de motocycles,G
1071,8623Z,Pratique dentaire,5,86,2.0,3.0,Z,Santé humaine et action sociale,Q
1072,4764,Commerce de détail d'articles de sport en magasin spécialisé,4,47,6.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
1073,981,Activ. indifférenciées ménages : produc. biens (usage propre),3,98,1.0,,,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,T
1074,102,"Transform. & conserv. poisson, crustacés & mollusques",3,10,2.0,,,Industrie manufacturière,C
1075,2899B,Fabrication d'autres machines spécialisées,5,28,9.0,9.0,B,Industrie manufacturière,C
1076,8030Z,Activités d'enquête,5,80,3.0,0.0,Z,Activités de services administratifs et de soutien,N
1077,811,Activités combinées de soutien lié aux bâtiments,3,81,1.0,,,Activités de services administratifs et de soutien,N
1078,1330,Ennoblissement textile,4,13,3.0,0.0,,Industrie manufacturière,C
1079,9604Z,Entretien corporel,5,96,0.0,4.0,Z,Autres activités de services,S
1080,2332Z,Fabrication briques tuiles & prod. de construction en terre cuite,5,23,3.0,2.0,Z,Industrie manufacturière,C
1081,1920Z,Raffinage du pétrole,5,19,2.0,0.0,Z,Industrie manufacturière,C
1082,8552Z,Enseignement culturel,5,85,5.0,2.0,Z,Enseignement,P
1083,4722Z,Comm. détail viandes & produits à base de viande (magas. spéc.),5,47,2.0,2.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1084,95,Réparation d'ordinateurs et de biens personnels et domestiques,2,95,,,,Autres activités de services,S
1085,4612,Interm. comm. combustibles métaux minéraux & produits chimiques,4,46,1.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
1086,4532Z,Commerce de détail d'équipements automobiles,5,45,3.0,2.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1087,771,Location et location-bail de véhicules automobiles,3,77,1.0,,,Activités de services administratifs et de soutien,N
1088,9102,Gestion des musées,4,91,0.0,2.0,,"Arts, spectacles et activités récréatives",R
1089,0126Z,Culture de fruits oléagineux,5,1,2.0,6.0,Z,"Agriculture, sylviculture et pêche",A
1090,8532Z,Enseignement secondaire technique ou professionnel,5,85,3.0,2.0,Z,Enseignement,P
1091,9312Z,Activités de clubs de sports,5,93,1.0,2.0,Z,"Arts, spectacles et activités récréatives",R
1092,1041B,Fabrication d'huiles et graisses raffinées,5,10,4.0,1.0,B,Industrie manufacturière,C
1093,0115Z,Culture du tabac,5,1,1.0,5.0,Z,"Agriculture, sylviculture et pêche",A
1094,6820,Location et exploitation de biens immobiliers propres ou loués,4,68,2.0,0.0,,Activités immobilières,L
1095,244,Production de métaux précieux et d'autres métaux non ferreux,3,24,4.0,,,Industrie manufacturière,C
1096,2910,Construction de véhicules automobiles,4,29,1.0,0.0,,Industrie manufacturière,C
1097,7312Z,Régie publicitaire de médias,5,73,1.0,2.0,Z,"Activités spécialisées, scientifiques et techniques",M
1098,90,"Activités créatives, artistiques et de spectacle",2,90,,,,"Arts, spectacles et activités récréatives",R
1099,4751,Commerce de détail de textiles en magasin spécialisé,4,47,5.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
1100,4616Z,"Interm. comm. textiles, habillt, fourrures, chaussures & art cuir",5,46,1.0,6.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1101,2711,"Fabrication de moteurs, génératrices, transformateurs électriques",4,27,1.0,1.0,,Industrie manufacturière,C
1102,4311,Travaux de démolition,4,43,1.0,1.0,,Construction,F
1103,8424Z,Activités d’ordre public et de sécurité,5,84,2.0,4.0,Z,Administration publique,O
1104,1051C,Fabrication de fromage,5,10,5.0,1.0,C,Industrie manufacturière,C
1105,2369,"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",4,23,6.0,9.0,,Industrie manufacturière,C
1106,271,"Fab. moteurs générat. transfo. élec., mat. distrib. & cde électr.",3,27,1.0,,,Industrie manufacturière,C
1107,2899,Fabrication d'autres machines d'usage spécifique n.c.a.,4,28,9.0,9.0,,Industrie manufacturière,C
