siren,Chiffres d’affaires nets,"Impôts, taxes et versements assimilés"
303599955,1458394,19957
303600647,NA,150
303600902,NA,13998
303600969,6319936,52269
303601249,610667,7668
303601405,5118029,19979
303601553,1888114,38858
303601660,353267,100862
303602411,11499370,120802
303613087,1088549,-5581
303613376,4388566,41458
303613913,1490000,29951
303613970,37753662,333622
303615082,633935,6796
303615587,NA,68
303615736,18054788,1110534
303616312,9601205,37439
303625792,78442611,NA
303626931,2208368,24658
303627095,1006248,2901
303627525,NA,NA
303627608,795723,3416
303627657,3099209,70260
303627798,NA,298
303628119,861868,6832
303628499,57772121,NA
303644850,69818372,NA
303645030,860852,4377
303645329,556077,4608
303645337,205,861
303647028,7833635,1125
303647697,713529,104043
303647929,6768019,86789
303648216,1822561,34302
303649511,1096161,16276
303649529,326017,2130
303656078,2992224,41134
303656201,1139637,19181
303656847,360815622,4826320
303656870,1215430,16241
303657662,36342032,244297
303663140,10540840,47850
303663173,9094585,148544
303663462,6751114,76193
303663587,NA,NA
303664080,2761118,34908
303664601,895792,6944
303670392,881028,6394
303670525,1973732,114919
303679419,3592526,57637
303679468,3284963,62978
303679948,2828978,51864
303680326,17927864,57281
303687271,112215,1312
303687867,29156778,2575683
303687925,840034,10894
303688261,6003681,43268
303688345,438166,3557
303689095,547707,35502
303689293,12650113,104455
303689335,2622411,13102
303689418,7574252,179577
303689426,NA,336
303689483,3769873,212693
303696496,2493735,47526
303696678,898141,8709
303696769,105314651,993490
303696835,NA,NA
303697031,561962,9639
303697056,710317,10589
303698112,2210971,17621
303698138,19390,1097
303699292,5962,NA
303699326,3777046,19199
303708382,634043,2999
303708804,1010672,6833
303709208,NA,4174
303709224,35800548,1112196
303709612,232427,532
303709620,13135,284
303709653,9513020,56888
303716591,1506461,21394
303717409,509563,805
303731467,27881992,224614
303731590,9024686,51308
303731707,5319819,31904
303732796,NA,2648
303732838,10023607,13889
303734008,308740,44697
303742878,41095772,966746
303743991,2890039,13417
303752448,1815566,43889
303752844,40011,7430
303752919,1961318,5195
303753172,372534,3155
303753446,670738,10772
303753479,NA,2340
303753503,498462,30989
303753511,NA,3974
303754113,206209,2419
303754295,51721596,978163
303764823,1325949,202985
303765291,173111668,419251
303765630,293381177,1690745
303766067,88167088,231513
303766133,NA,NA
303766935,902969,36924
303767107,2805117,41140
303767115,514816,5971
303772982,66943541,4408735
303773568,478376,NA
303773600,4511446,136655
303773816,3226401,48174
303773923,32642610,372372
303775027,2213645369,46058294
303775175,569,201
303775340,6066166,128584
303775381,2076858,21225
303775449,273760,5422
303775753,49005415,467436
303782098,4473491,27672
303782288,15607080,116153
303782692,227674,10269
303788442,8702952,66415
303788509,NA,15065
303788996,87487,864
303789408,1653372,25336
303789713,597078,5516
303789879,6006,1998
303789937,2038886,31196
303792832,2164669,48701
303793004,3287665,112376
303803027,5147682,275827
303803209,2220449,27548
303803944,5761317,131414
303804025,2466763,155278
303804298,2872462,88968
303804397,7841148,23823
303804553,20057577,325146
303804611,1099531,16393
303804736,331519,3789
303814800,544861,4395
303815435,636220,6464
303815450,1208435,18370
303815906,6545166,129313
303816094,374176,5614
303816227,1768495,24657
303816557,1642875,8900
303816854,33643692,282679
303828818,2101017,31281
303829444,5112361,308669
303829584,1361173,16507
303829824,25268796,176172
303829964,5853192,129502
303829980,2620303,30165
303830244,1862054,33871
303830301,100657,92693
303844922,2389741,42027
303845135,76225,NA
303845242,22192665,142112
303845325,7997654,583300
303845390,928395,24540
303845531,169939,5471
303846299,326640,970
303846406,61817,4077
303846778,603745,7741
303846943,916387,11140
303846976,31067921,218895
303847123,NA,NA
303847131,5091148,135353
303847214,1378259,77922
303847370,3167461,84993
303858096,5903357,1419
303858138,753622,5757
303858187,NA,75
303858492,5691,NA
303858740,42119182,723568
303858807,1391448,22821
303859003,2837472,8164
303859706,151758,3700
303859789,607817,5057
303859862,140547,15425
303860415,7450578,NA
303861512,1202780,14522
303862197,1388077,29750
303862338,2167002,415077
303875397,121304,1000
303875736,23870924,149975
303877153,13396347,522646
303877450,430440,22750
303877906,2224091,19690
303878490,NA,4143
303889307,NA,-2063000
303889646,1075811,9208
303890081,71864366,818785
303890123,2315380,357422
303890206,3859048,23855
303890602,50320278,1489169
303890644,NA,167
303891808,49552,5258
303906309,9148866,94141
303906499,4807907,38660
303907075,NA,NA
303907273,934025,6084
303907570,1145593,19194
303908073,5602377,121324
303914667,44483539,60212
303914964,909494,9415
303915573,71326,1523
303915912,3558613,145108
303915995,1097315,8485
303916001,1473036,52117
303916498,20882235,1100218
303916506,NA,1121
303937239,10791333,108296
303937429,1667860,10399
303937494,147236452,8202497
303937569,6135030,53833
303937676,739205,21912
303937767,5343218,115489
303938005,NA,221
303938146,156195,2981
303938302,13612152,96628
303938617,994407,31962
303939003,5249440,24755
303939417,58846765,957064
303939755,15236363,188764
303939920,4202438,2791
303940191,151550,1241
303952352,4982981,241733
303952402,1674175,9518
303952675,9413191,457045
303952881,148705,18739
303953111,568889,68566
303953285,1280235,3997
303953541,1117,5656
303953863,1527847,8238
303954002,32643215,520386
303954127,NA,132
303954572,6213991,68173
303955579,8096932,47257
303955876,13022210,36838
303955926,8354320,139429
303968606,10005623,38559
303968812,1853329,4151
303968903,2019200,17971
303969026,15418801,124706
303969117,620363,5920
303969315,1121966,68404
303969588,1741654,NA
303969703,419385,22957
303969752,495246,8077
303969851,7181459,64452
303970230,430504987,6838281
303970388,34965965,786329
303970784,132843,30380
303970867,NA,NA
303970966,6672618,153433
303971477,NA,1076
303971543,11455903,69441
303972061,6735111,23169
303972301,2279684,37093
303972335,1277891,12908
303993000,1342003,7938
303993240,3173997,90331
303993257,26196070,504328
303993562,44731876,596029
303994123,1134471,8864
303994347,30619387,400666
303994537,NA,NA
303994545,8782296,152733
303994982,518768,19929
303995054,10991644,286127
303995518,NA,NA
303995559,225894,979
303995633,1071923,154650
303995930,NA,9798
303996045,26600,517
303996185,173497,2450
303996706,87800,575
303996763,7905440,15418
304009129,405254,8056
304010119,1370682,18605
304010234,119198395,1535859
304010689,53172,7611
304010697,334301,5832
304011034,41800,4856
304011596,2813950,19084
304012057,NA,NA
304012123,50000,2444
304012222,2990350,105569
304012255,3453033,46783
304012594,115618,21559
304012818,44727602,700419
304012925,393077,10856
304013089,3510332,48333
304044126,901170,8865
304044829,903843,25179
304044977,8135524,85729
304045099,1498917,14078
304045925,1314024,5735
304046071,930936,29302
304046980,10152796,136943
304047285,4014888,58924
304047327,1655671,16265
304048291,2978750,273913
304048697,1527491,25997
304049737,53037,6699
304050172,NA,13
304050529,1020294,10935
304052186,530080,3953
304052491,1274467,15826
304052517,194184,2196
304052582,8696772,78608
304052921,530694,9334
304053838,198300,36837
304054042,5406915,125733
304054521,3200643,26263
304056336,625951,13412
304056716,212974,4416
304056807,1527669,3688
304056880,647403,NA
304057235,900556,14964
304095474,201290,2561
304095920,10448049,78704
304096001,524202,6779
304098197,1548336,8214
304098353,14528853,166188
304098577,556476,7816
304098882,888990,6542
304099674,4000051,44346
304099690,5160884,131193
304099732,7481631,84546
304099740,259059,3539
304100332,23946901,1495445
304100936,1878887,30516
304101264,18042982,114279
304101595,2505284,22431
304102254,601521,104839
304102478,2023361,21934
304102965,32467,2751
304103823,327193,1992
304103922,5913551,246096
304104060,5872890,133417
304104557,17590,4116
304135254,22301100,49359
304135866,401171,16202
304136732,15158321,NA
304137185,NA,1306
304137631,14625936,216349
304138704,540672,5499
304139165,84871,11345
304139876,185699,3714
304140551,20400,476
304140981,385781,5019
304141203,22221821,3197792
304141625,8335278,277214
304141682,NA,1263
304142631,10408947,41960
304142748,3944261,30166
304143118,255126,5867
304153745,422807,3198
304153901,239154,8618
304154115,494436,3519
304154362,5413337,42069
304154628,38667847,656937
304154651,18114829,388310
304163975,477084,13790
304165962,30148956,571785
304166077,5505549,74034
304178395,1374056,12190
304178452,1367783,20876
304178684,NA,-1378
304178924,5621083,75272
304178981,1465278,14066
304179203,10648741,76420
304179211,21081616,194869
304179278,730828,131459
304179526,2351147,20514
304179625,NA,2549
304187529,1277322,15152
304187586,177316,31760
304187677,3946003,40510
304188261,NA,229
304188352,NA,NA
304189004,61497963,601163
304189061,114573,12086
304189137,383408,1716
304200173,498682,4514
304200371,105603709,12848513
304200561,27015102,155283
304201155,3678384,27314
304201387,3034703,99404
304201460,799352,7593
304202054,2339678,22047
304202328,140797265,414233
304202617,429125,7313
304202682,337690,2083
304217243,30668349,452744
304217292,4068769,55374
304217987,NA,58920
304218126,58378,3803
304219421,885960,7100
304219447,688394,NA
304219728,23604,NA
304233406,5235901,157747
304234016,37284465,299148
304234636,20652639,3738438
304235559,48295381,528191
304246945,3580786,50953
304248321,1898155,30390
304248719,1536751,28377
304248727,284240,2220
304248826,550000,77158
304249352,12664998,282123
304262504,739318,23196
304262660,NA,199
304262819,180774,25119
304263288,768860,7746
304263510,9896101,110734
304263940,36268156,519167
304264682,153587,4032
304265622,1986081,14531
304275654,7279282,NA
304276355,174257,2481
304276645,NA,NA
304276728,2012565,57394
304292295,NA,NA
304292311,260210,3831
304292451,803934,54922
304292683,1805614,48499
304292790,2992432,49009
304293061,1414828,2595
304293426,10786807,186157
304293491,NA,48360
304293871,651119,NA
304294267,161895,NA
304294747,7059731,60022
304294796,5300072,21042
304306012,123783,740
304306277,1520744,NA
304306418,7927388,60224
304306574,1444205,9928
304306715,68602,16858
304306889,1452817,6184
304306905,587210,3528
304306947,10148351,63244
304307705,NA,NA
304307713,19620890,233820
304317282,9031413,306875
304317357,250890950,7249257
304317431,31376160,54512
304317472,6146129,83430
304326648,3320227,25382
304326697,933152,164897
304327133,39627624,628005
304327349,248726,3303
304327539,1173798,7634
304327844,7505334,83800
304327927,617125,50321
304328123,2509611,21046
304328750,1999579,28146
304328800,17408832,158791
304348691,39044701,347156
304349079,663001,28308
304349277,35626205,1518616
304349871,3250616,17220
304349897,3154991,44677
304350002,1977106,41329
304350333,11021527,167167
304350721,10605285,482110
304350887,2198987,1485
304351083,1774008,7098
304351778,624141,4275
304351893,1332725,10685
304351943,15255340,76087
304352057,4269138,71657
304365430,2008233,23068
304365679,4101993,3054
304366362,16626633,136983
304366990,1618612,26732
304367287,56691,661
304367469,1851625,29664
304367568,1695375,34588
304367691,1080161,13618
304368202,1271282,11510
304369010,243694,7079
304369325,882170,4451
304381379,19429,1545
304382526,NA,NA
304382823,5992751,43047
304383227,3181742,52204
304383797,658009,12925
304395791,82003218,10898968
304395940,1198526,10974
304395973,23921000,-264000
304396047,8700047,255899
304397557,7661801,250145
304397805,2332209,55605
304398324,726326,14576
304398563,19614858,491282
304423601,29640,764
304424724,1728743,39501
304424757,2425384,40245
304424914,14712454,613360
304425523,3284888,6847
304425960,28922857,154536
304427206,2722263,105710
304427446,NA,18067
304427941,440,430
304428253,28784133,218383
304429400,3597744,43334
304429467,1562176,33736
304429608,NA,NA
304429822,3225656,18141
304430283,775679,21019
304439334,277184,11798
304439409,845242,5402
304439672,12068,43052
304440084,14388995,240640
304452725,7516368,140750
304452972,78970225,873825
304452998,128978,18418
304453160,17232448,202463
304453293,NA,4806
304454002,1649210,12102
304454101,2267947,46671
304454168,15424711,160544
304454341,1482585,5260
304454788,11479796,118307
304454986,101721,3448
304455009,1650990,2472
304455140,6865105,206257
304455298,189445355,1368483
304463284,12000000,11000000
304463334,5567234,47468
304463391,79410,800
304463672,2043010,43801
304463847,11932224,159902
304463854,81074,1654
304464084,93151382,1658132
304464415,NA,134
304465461,49403884,702859
304475072,707882,9454
304475288,135817,2535
304475338,108180490,2721985
304475452,1315120,7393
304475494,6741055,177572
304475502,2228890,13706
304475908,788971,12260
304476047,23395357,178774
304476542,5240645,33433
304476559,950695,60345
304476625,3574265,49329
304476948,2844070,25544
304486673,82299,900
304486715,1268315,14694
304486723,189010,2922
304487093,23113587,124849
304487242,1025875,7951
304487770,2191865,72862
304487952,36524100,323536
304488141,1675335,35118
304488323,27600,NA
304488984,34901,1864
304489297,430503,5182
304497183,2592864,46270
304497209,20197,1467
304497704,4533711,55616
304497852,541629988,26367697
304498090,NA,135
304498611,2110686,54806
304498702,17787140,748153
304498868,10287989,15000
304499072,3885485,56662
304499163,1231547,56041
304499296,894940,23627
304499338,10606436,28765
304499627,17733217,475935
304504442,3930574,59914
304504574,86294,2898
304504590,3131401,66849
304514532,NA,799
304514607,2106834,16843
304515216,1513425,21179
304515331,806551,21448
304515562,3245815,37581
304515760,4944182,36762
304516420,15352668,616822
304516669,83582,1349
304516941,5124555,29798
304516966,1913168,26653
304536725,1354247,14008
304536998,2381378,75192
304537392,530687,4257
304537434,2905798,24458
304537525,8606313,620170
304537558,35214212,202250
304537590,162688,NA
304538275,295899,4064
304538549,5941648,212891
304538846,1415067,12611
304540883,18258534,193902
304541014,171355,23706
304541253,10074069,207888
304555154,21706266,596686
304555188,1668854,23234
304555451,921387,6826
304555501,4266033,61033
304555519,3929,141
304555568,NA,NA
304555634,440244,700344
304555691,394615,5630
304556186,810153,6335
304556210,NA,NA
304556491,3394396,33010
304556947,NA,134
304557275,14799362,69706
304557325,NA,418
304557440,NA,NA
304557861,1417806,5336
304575194,16399092,773008
304576424,789399,14959
304576754,111050,867
304577000,92530,194
304577588,574431313,17305017
304577794,114704946,1875251
304577901,4536434,118193
304578438,4069437,173298
304579030,NA,229
304579105,1052040,12187
304579634,2131506,24154
304580103,2199775,35731
304580236,2682805,97383
304581226,2695951,38274
304581424,252216,295
304600778,138310,NA
304600927,31935273,477505
304601230,798794,8201
304601420,2024457,9212
304602287,2011725,18973
304602758,28149,5021
304602956,829919000,5788000
304603186,5561491,55247
304603327,1064445,5252
304603590,3290842,NA
304603707,34771415,252731
304604358,942535,3999
304604648,2797842,29146
304604937,77182,NA
304605108,4899333,64879
304605629,8847891,63948
304606601,426687,3039
304606627,967650,11161
304606700,9033484,90890
304613912,89053604,1100197
304614365,5804490,107310
304614415,1211737,9420
304614431,10969617,119022
304615172,3070915,60957
304615404,341862,3728
304615412,NA,NA
304615529,9272275,124661
304615545,81679,6242
304615958,928324,11397
304616139,7912975,85495
304622970,NA,NA
304623135,9370453,49483
304623218,774,NA
304623366,9849224,198823
304623374,NA,NA
304623648,NA,1452
304624224,43548624,794331
304624471,596041,3347
304633845,339083,2926
304633886,1938880,16518
304633902,3205962,73024
304634405,54045737,472912
304634983,1470552,6661
304635121,8264093,125682
304635337,NA,409
304635451,10710209,122121
304635493,79169588,283800
304636137,3369642,175617
304636152,140600,1410
304645542,396048,2385
304646078,86031986,1576794
304646458,41439344,475236
304653553,76477235,752024
304653686,575090,7976
304653884,3770983,29918
304668429,2273625,19494
304668478,27018220,189387
304668502,32744637,470633
304668643,1310950,6832
304668833,540002,4279
304668866,862589,9577
304669187,1014071,1325
304669583,10877457,10387
304669666,7159715,NA
304669948,NA,NA
304670011,618223,7038
304672124,5838056,69897
304672231,53604,18255
304672264,1451123,124409
304672744,3448881,90219
304673106,1023553,15171
304688179,50194702,564981
304688914,5062336,13387
304689607,1772170,22923
304690209,NA,1998
304690217,74564,1261
304690332,61059437,846986
304690902,1039085,4465
304690910,1355661,17237
304691660,201210,11506
304691801,3595444,36788
304692171,25922492,180589
304708001,NA,NA
304708456,3447368,58883
304708597,36889205,438138
304708613,713709,4065
304709256,12923338,228880
304709371,175205,2059
304709462,NA,2057
304709827,7764969,65814
304709850,2429850,20275
304710551,7031219,NA
304710916,40313046,1681926
304711450,2215644,162057
304719032,4406965,96807
304719107,1960270,28622
304719420,NA,13695
304719578,7868611,91890
304719701,16498149,383948
304720667,655916,41358
304721582,3499135,217956
304733157,1297857,17957
304733298,20365265,89031
304733439,2394376,30485
304733454,349805,5227
304733686,939977,12009
304733801,800365,11201
304734072,247150,6893
304734361,695217,9779
304734890,384645,6365
304735640,100888566,1403083
304735731,23328765,233765
304746902,1193331,8799
304747090,4459479,21403
304747223,17918355,444426
304747835,108071746,14512524
304748411,1799075,NA
304748817,121358857,1069839
304748841,225027,2147
304748924,49077474,621586
304748981,865726,NA
304749062,4646117,6357
304749500,1781976,10323
304749575,52765,8728
304763915,NA,256640
304764368,1523204,31899
304764459,NA,55881
304764731,3139811,22004
304765332,318972827,5922247
304765431,969259,10475
304773344,378622,56586
304773716,512313,13286
304773773,2588746,-2395
304773781,3303037,22134
304774029,6242172,78493
304774557,251538,32023
304775232,NA,99
304775554,1515283,16264
304785454,254530,2199
304785926,2427620,60170
304786502,46482,38810
304786627,2844713,3161456
304786759,3924020,30220
304786973,NA,NA
304787252,1187751,15545
304787310,485743,2493
304800832,1866913,16578
304801145,2245955,46572
304801947,NA,592
304802432,17982783,77312
304802614,1403613,64300
304802630,1291146,15279
304802705,46508440,714014
304802739,2507081,34156
304802887,42597,840
304803919,979629,NA
304803935,8582242,143883
304814817,1562324,7600
304814841,3336039,29248
304815400,3549914,4292
304815566,1635597,7037
304816366,5572049,30479
304816713,12520323,NA
304816945,30895556,114953
304817828,3279493,194640
304817950,366667,2235
304826399,19902889,215256
304826670,2010987,22396
304827108,216812,2482
304827223,14205477,350225
304827306,6547852,79093
304828221,8601679,74110
304828379,NA,528
304828783,6256360,169430
304828890,2654139,26238
304829310,433066,3816
304830219,7471821,50214
304838352,829335000,3964000
304838899,554239,7590
304839616,4707725,62738
304839715,NA,711
304839863,865817,4548
304848625,1911586,27322
304849086,NA,919
304849094,5867123,120203
304849441,2405320,76767
304850068,102053312,130744
304850175,2559093,32962
304850795,1578613,30611
304850845,NA,NA
304850993,288522,5982
304851272,86383,NA
304862576,1786868,21991
304862816,12217199,196811
304863616,808682,10618
304864093,3673675,18967
304864499,3663499,30328
304864614,1539054,6327
304865520,10004517,670254
304865660,NA,NA
304876923,494,1477
304877327,4320738,10828
304877574,21216728,576658
304877707,939872,14105
304878523,2244677,15922
304878812,440324,10145
304879315,NA,18884
304890015,7145449,108888
304890239,20586,2105
304890817,20238077,283219
304891104,NA,141
304891112,5332282,200763
304891369,7105961,110095
304891419,32680442,1398495
304891641,2203574,179985
304892300,6553592,238409
304892383,NA,NA
304892896,1849171,31164
304899651,850861,14980
304899859,15836421,60075
304899867,20843,1162
304899982,2780644,52080
304900731,46813362,306803
304900764,879780,16642
304901077,245656,7143
304907025,66089310,NA
304914963,1860111,16731
304915119,NA,NA
304915366,23479763,164838
304915457,55371,12359
304925159,2587322,54503
304925571,785553,38992
304926488,2073663,36236
304926520,9117930,140656
304926975,4486086,58478
304927072,61994403,1491071
304927320,6964182,199533
304927734,6244018,153449
304928153,2693269,72893
304938400,1964615,16488
304938632,964343,10372
304938731,639794,7167
304938814,113467,5637
304939028,2650641,65882
304939077,9039004,20204
304939184,853470,20596
304939341,NA,NA
304939796,1127356,8390
304940323,2237793,19970
304940471,95615508,2481943
304940877,2908179,29528
304941172,6468314,40507
304941206,467756,9363
304941214,8180281,202465
304941271,NA,NA
304941420,NA,NA
304941438,1376594,22429
304941537,8453832,111217
304941677,2174961,21770
304951023,670438,4791
304951114,12401421,73744
304951148,5273794,22609
304951460,7600713,66213
304951551,16612114,124152
304951718,10156587,289972
304951940,43348476,654064
304952245,1011162,7193
304953193,120322,5796
304953227,709787,NA
304953284,7593597,NA
304953755,17147423,902705
304969967,3417162,114961
304969991,3818716,23038
304970189,1662888,8730
304970494,342769,5586
304970726,9744034,255472
304971039,4654313,148953
304971062,406902,3769
304971641,20101232,341123
304972185,1079849,141383
304973142,NA,NA
304973357,NA,173734
304973431,NA,NA
304973571,1718147,12704
304973605,253321,1819
304973761,1849998,45895
304974215,5525057,80459
304975030,2807693,11675
304975147,885626,4674
304975279,28464550,238281
304992043,78082382,779019
304992589,25479,2323
304992662,51679070,509454
304992811,NA,NA
304992969,3723303,25982
304992993,47948389,4872062
304993306,5704326,105904
304993843,NA,NA
304993975,3667019,64080
304994379,909382,20901
304994387,316357,8188
304994619,2506311,28410
304994734,NA,NA
304994775,5126524,136327
304994841,151164,1215
304995269,3111914,19020
304995368,1468951,77107
304995418,1021985,17932
304995608,897666,7424
304995830,9331966,133066
304995897,4917165,63705
305007064,3074197,33189
305007122,800178,21422
305007528,450401,4498
305008278,1230944,7730
305008476,170110903,2927758
305008492,24000,4075
305008500,NA,661
305009169,206166,2871
305009466,4131722,45897
305009482,32376025,197737
305009490,1480250,13957
305009581,NA,200
305010555,NA,NA
305022873,1433601,47861
305023723,NA,NA
305023848,7485578,688350
305024101,1455915,4663
305024283,6366888,124737
305024515,20519861,572274
305024622,11776340,100321
305024663,459663,4940
305024747,28627960,349983
305024879,170374,1522
305024911,1354953,21245
305025447,274765,1300
305025595,439485,9007
305025751,863710,49175
305025793,2231747,18176
305025918,30157186,336051
305025959,939232,NA
305026809,750886,NA
305033821,1082792,11392
305033862,6126211,161500
305033888,64505,17446
305034282,9141630,216889
305034415,9759224,76735
305034498,963606,11597
305034753,6135030,49979
305035164,1887172,36930
305035289,294250,1610
305035669,976976,18981
305035925,514882,90268
305036006,20642283,194172
305036295,NA,NA
305036543,119633493,1006519
305036550,19017807,507550
305036618,220389,1436
305060584,1485522,12787
305060691,1100133,5392
305060725,1396445,19890
305060899,NA,NA
305061186,141464630,1911167
305061533,3213369,135437
305062390,2444113,26002
305062580,NA,NA
305062986,5059752,35562
305063216,9933765,35778
305063315,3209227,53065
305063406,NA,174
305063414,34201385,334099
305064347,19911007,434215
305064420,1750662,19239
305064701,4152042,138278
305064792,5622708,36784
305064891,3925785,85962
305065088,21881523,679851
305065666,539220,14807
305065682,5798212,87574
305066391,855563,5358
305067126,1509589,55946
305079014,1038047,3588
305079030,62441,10737
305079055,806991,10554
305079089,6803990,43804
305079931,2488149,69531
305080319,728072,6214
305080574,9928177,NA
305080707,3858319,24194
305081408,636697,7608
305081796,3524898,60863
305082018,NA,NA
305082166,NA,3906
305082513,NA,NA
305082836,NA,591997
305082901,668597,7920
305094161,6381898,51540
305094237,17532884,230697
305094278,373117,10040
305095374,1247422,10358
305095911,2097724,23102
305095937,357056,8007
305096026,17326206,266610
305096331,504915,5730
305097446,NA,75
305097479,6177518,236485
305097669,3168777,125674
305097719,1603851,60021
305097859,157339,591
305108664,7937530,107597
305108730,832765,6650
305108805,557576,10950
305108904,49907812,310360
305109100,27163634,304948
305109779,129346536,4660618
305110090,NA,40369
305110439,6859804,181714
305110702,NA,NA
305111023,21071895,1143695
305111122,1684131,7342
305111155,113312945,817431
305111254,961532,6061
305111452,371837,2466
305119125,127243798,1479596
305119943,737373,7434
305119950,NA,3454895
305120016,1169681,8829
305120222,1782863,47190
305120453,1893589,318095
305120545,1036345,7735
305120602,33938936,132179
305121030,280383,2203
305121048,1028216,32121
305121196,97415,2142
305147860,1189515,15590
305148090,755148,11831
305148108,97623,13253
305148124,187432,4474
305148504,2818460,66338
305148546,1125045,9073
305149478,NA,-94
305149577,228033,2239
305150229,4309245,307468
305151201,1051877,15858
305151409,332684463,9002497
305151425,3323498,27346
305151664,6336292,160127
305152456,1988029,9047
305153017,NA,NA
305153876,2231402,28719
305154262,357072228,6002177
305154411,664523,3702
305154544,4514510,24534
305154700,12999521,108332
305154817,8589253,63766
305154965,2761735,35324
305163040,31412218,671983
305163206,34162176,467801
305163305,1072036,22789
305163495,NA,171
305163537,2919269,45943
305163941,5220269,74413
305164881,2481088,89213
305164907,1372243,11980
305165276,11008218,148803
305165342,4750286,62577
305165532,10732213,219766
305176224,884139,14797
305176992,8984917,752155
305177040,NA,NA
305177446,1262184,15642
305177545,6945958,698578
305177578,2057348,34541
305177586,647366,5864
305178527,461733,13142
305178931,6505433,31477
305179145,55353,3035
305184491,NA,NA
305188039,472724,56720
305188211,3559828,82649
305188245,3398354,19998
305188351,76074,1464
305188732,699616,12121
305188856,4839977,107145
305188963,38360727,574385
305189045,2193378,20686
305189052,7388951,112380
305189201,3289128,8427
305189367,2632488,45181
305189623,1542612,43562
305190084,557438,276524
305191009,50000,691
305191363,NA,NA
305191496,360081,9536
305205171,894232,48792
305205403,3486077,131349
305205411,126781983,4021908
305205791,7232859,86885
305206021,224793,3110
305206211,854881,8808
305206237,5305281,113694
305206591,5805448,92854
305206765,2036731,5353
305207037,7516888,166712
305207169,2390200000,113070000
305207391,3524000,54000
305207557,103410643,870802
305208035,3407054,NA
305208191,158136,1699
305208308,1855660,21829
305208449,95733,410
305208837,163437,989
305218232,3717855,77734
305218521,NA,NA
305218562,490861,15706
305218588,5316621,36540
305218661,5684776,8871
305218752,3943789,28222
305218778,220282,5415
305218935,183898,10897
305219081,1144374,7442
305219305,8725946,132472
305219339,4989005,64517
305219362,2322906,26838
305219545,3483396,9543
305219578,4995434,53594
305219677,NA,1282994
305219859,40003700,668393
305219917,1417692,21316
305220345,35090,623
305220360,679523,6745
305231391,690859,NA
305231854,45108693,494709
305232175,1811172,22881
305232670,1703657,9426
305232811,1731319,49531
305233546,172015,6342
305233678,6108556,31883
305233850,1354161,31039
305233942,2570043,176408
305234320,57157627,1690898
305240988,76962,10257
305241317,492784,29539
305241457,14873829,282054
305241523,57580976,369491
305241689,1721173,18881
305241929,NA,NA
305241937,16828479,107848
305242174,9818741,58295
305242190,925475,13082
305242216,12161011,66636
305242307,31855430,211238
305242653,12000,6901
305242851,1328362,12558
305253775,4950568,164875
305253890,2249971,7201
305254005,8353651,293723
305254526,66037000,1529000
305254641,2498280,10632
305255119,1314289,4170
305255267,875270,5808
305255614,63497511,1188242
305256059,785926,10350
305256141,1525877,25577
305256695,886913,5678
305273203,2174748,30032
305273450,5542133,79670
305273773,3241085,58169
305274102,2408016,48040
305274136,3172809,86796
305274151,429529,27248
305274458,1696361,12275
305274730,277121,11972
305275208,7005916,NA
305275224,365957,1584
305275398,1090605,NA
305275505,5313910,20039
305275778,594964,4906
305276024,132090,2772
305276321,3763416,54490
305288698,NA,NA
305289233,2460040,124665
305289662,NA,NA
305289795,611835,5302
305291007,12837368,221521
305291346,80272937,1298060
305291437,2464214,24738
305291643,3000,1626
305291965,4200168,27795
305292419,2036419,28586
305302812,NA,485
305303315,3966438,8849
305303364,432775,2077
305304727,309191,2522
305304818,25740,699
305304966,14890991,221798
305305211,63840,5967
305305260,1667662,12084
305305302,346774,2380
305305328,627400,11937
305305377,4879848,15968
305305385,2628992,10203
305305492,45315793,NA
305305674,NA,NA
305306078,362350,5820
305306375,52899127,8355861
305318370,2590144,34398
305318776,2175489,44851
305319105,4037000,79485
305319246,1686251,13233
305319337,126698,3961
305320004,16974365,316741
305320525,59149552,439601
305320574,474116,5539
305320947,3042676,199144
305321556,18560887,306201
305321614,793506,3559
305321770,53000,2359
305321804,448976,3051
305321911,2151770,13372
305321929,118553908,699148
305322042,5791145,241522
305331399,925764,16575
305332033,7575825,NA
305332280,2797123,5302
305332660,2246507,16067
305332827,1635316,39880
305333338,23767524,335261
305333841,722902,18317
305334146,1299233,7507
305334377,2552000,20391
305334518,NA,304
305334740,NA,26724
305348229,6153764,2194
305348492,1151986,6005
305348518,1469945,30334
305348567,NA,NA
305348708,54104,3740
305348997,88010496,615397
305349144,207854,6209
305349375,1433570,250641
305350456,19848095,423461
305350522,736909,2439
305350530,8239581,77196
305350829,620689,4624
305351108,10562641,156541
305351207,NA,671
305351314,10226703,NA
305351389,1417554,14154
305362071,668252,14023
305362154,153181,2639
305362162,67844172,5441759
305362196,609498,15474
305362352,5600912,51580
305362386,267581,5435
305362790,1114406,4930
305362899,2271269,11498
305363095,1399346,13108
305364176,1935136,17547
305365231,4720489,38661
305365462,NA,NA
305366262,1931425,8918
305375271,632688,15190
305375289,2654036,26418
305375651,102984590,1277742
305375669,1931138,3267
305375743,5784375,77617
305376949,1902584,46834
305377350,875902,9812
305377533,2326536,62168
305377830,441425,6507
305378283,4122721,60671
305378390,8514206,121827
305378473,807874,15972
305378770,2224116,25608
305379018,NA,NA
305390585,71728127,NA
305390973,10828034,121206
