siren,Total des produits d’exploitation,Total des produits financiers,Total des produits exceptionnels,Autres produits
423222058,1276046,NA,NA,264
423226950,254767,NA,NA,8
423231166,734535,NA,724,207
423231992,526034,59,16972,107
423236009,535803,NA,NA,NA
423245695,39906,40,NA,NA
423259605,NA,NA,NA,NA
423268135,NA,208941,NA,NA
423268952,4307521,NA,225000,766
423286657,23002,NA,NA,NA
423290923,NA,NA,NA,NA
423293182,2585657,8800,NA,13
423293752,393681,NA,2541,3
423297670,1718064,1187,NA,220
423302777,164273,NA,NA,NA
423305168,8288822,NA,6587,78
423307131,1000,NA,NA,1000
423318047,76395,2331,NA,2
423318559,96,9904,NA,96
423318971,1709196,NA,62479,NA
423323179,17181065,2748,NA,2
423324300,126001,NA,NA,1
423339407,1193653,NA,NA,NA
423339647,601617,10224,1726,94
423340256,3273365,NA,NA,24
423341460,742832,2554,NA,1245
423344621,1221056,NA,NA,76
423353648,96988,66,NA,10
423355445,123545,NA,NA,35
423356146,NA,NA,NA,34
423368612,7333,NA,1200,NA
423371517,NA,64,NA,NA
423371822,324508,NA,NA,8
423372143,962964,NA,2006,1429
423373604,1038105,NA,NA,2612
423378462,NA,NA,NA,NA
423386713,100884,NA,NA,NA
423386762,1121798,NA,NA,18594
423388990,1567518,NA,NA,527
423406560,1006497,1615,226,1892
423406974,28583,NA,NA,NA
423415033,2937006,105211,NA,610
423419027,341515,NA,338,NA
423420082,1952151,NA,9581,80
423420827,NA,4,7169,NA
423426857,155998,NA,NA,68
423434851,4102371,13431,143806,1608
423436336,804915,147,NA,211319
423439538,44550,NA,NA,6588
423443191,8933738,NA,5939,3602
423444199,8338570,NA,47129,NA
423444306,NA,NA,NA,NA
423449982,759,18852,NA,NA
423455203,30023745,17247,16530,33
423468370,277,NA,NA,277
423470053,426111,NA,NA,2
423472752,45762,NA,NA,501
423473743,145852,NA,14785,2159
423477264,254499,NA,NA,11
423486398,843746,NA,5146,NA
423489327,353836,NA,119,NA
423492677,269883,NA,NA,15775
423507730,71601832,245135,746756,258258
423507987,2075,NA,NA,NA
423508571,3243329,NA,29346,38587
423520295,1956930,NA,NA,NA
423525427,205119,NA,NA,35
423528827,1055592,NA,777362,4990
423531508,818392,1989,361,1
423535285,57826,NA,NA,NA
423535764,1147015,NA,4037,82
423538057,366164,NA,NA,NA
423541051,231740,NA,NA,6
423541242,646940,35343,NA,29
423541853,3015294,3760,NA,225
423552728,1856816,NA,NA,3015
423561521,880532,NA,9480,14
423562214,NA,NA,NA,NA
423563394,537015,14,NA,NA
423567650,7877441,9636,NA,8206
423569623,154909,NA,NA,11
423576792,NA,NA,498,10
423577139,161303,NA,NA,152
423579648,318475,3,NA,198
423585389,84787,NA,NA,2
423585801,1,NA,306875,1
423587500,230940,NA,NA,28
423587716,NA,NA,NA,NA
423589050,360721,225,6470,4
423593771,7149803,NA,7296,11
423600063,441417,31,11804,2
423603893,130047,NA,NA,NA
423605591,155566,NA,NA,NA
423605922,570302,40,NA,804
423607407,NA,NA,NA,1
423610518,84500,626,NA,NA
423612407,843919,334,NA,460
423613827,1835875,NA,NA,NA
423615517,12295,NA,NA,NA
423615590,1264863,NA,NA,8
423618487,232098,NA,NA,12
423618628,3702375,638,90004,26
423618693,NA,NA,NA,104
423620855,427999,NA,1002,8
423625359,219516,NA,NA,NA
423634807,30730373,86422,28312,92316
423635069,32100,NA,NA,18000
423639376,340826,NA,10000,785
423651157,552012,NA,1069,12
423653419,3009098,NA,27240,1
423657790,257914,NA,NA,1
423661560,923616,NA,10398,446447
423666205,NA,NA,NA,166
423672195,138968,2381,NA,103
423681485,842842,NA,25762,134
423683093,13412551,NA,63289,70386
423683390,NA,69860,NA,NA
423683598,89812,5078,NA,2
423684620,304978,53902,2000,2
423686716,1424860,NA,NA,103
423695683,3544770,NA,12000,2127
423698281,172260,NA,NA,NA
423706167,62770,NA,NA,1
423706902,54030,NA,171739,9
423711548,114784,NA,7223,15354
423711795,5200882,3288,NA,66064
423712371,540960,NA,NA,7
423712553,954691,67,79040,75
423716091,746037,NA,342,NA
423717818,14731107,NA,NA,151
423719178,10609817,NA,38655,348
423721810,1553528,NA,NA,39
423723139,NA,NA,NA,NA
423725159,950006,194,NA,NA
423726538,1519716,NA,NA,100
423728963,8977368,NA,NA,7680
423729094,705954,2233,947,NA
423730449,NA,NA,NA,NA
423733609,2456347,11886,NA,2134
423736131,90781,NA,NA,NA
423737139,233606,684,4751,NA
423740984,NA,1497,NA,NA
423742568,534,50173,150000,534
423746866,239175,2,NA,NA
423747203,1035709,3383,291096,894
423747302,615338,NA,NA,9
423749282,4390044,NA,NA,1
423750413,-9000,NA,NA,NA
423753185,397462,8284,NA,195
423753375,NA,NA,NA,498
423756881,663303,2065,7500,52
423760230,3096784,NA,3700,503
423762004,29035937,NA,1500,30357
423763689,NA,1,NA,799
423764596,3537740,1010,10000,998
423765403,61000,NA,NA,NA
423770361,86365,NA,NA,NA
423771450,370916,4501,14500,6
423773308,668817,413,2048,274
423777135,NA,NA,NA,1342
423777788,113164,NA,NA,3
423778729,NA,NA,NA,NA
423780394,288447,40,831,235
423781939,1084351,NA,NA,257
423784818,422120,629,4000,96
423791540,1920870,2974,NA,107046
423792092,1715454,NA,NA,5
423793850,223831,NA,NA,23
423797406,1128666,NA,NA,8
423800408,300919,NA,256,2010
423808260,1204025,NA,20515,15
423812148,477978,NA,NA,501
423812254,920847,295,10000,NA
423813724,527167,NA,825,47
423815521,16740,NA,NA,NA
423818707,NA,NA,NA,NA
423824044,3183977,706,NA,22707
423824259,89250,NA,NA,1361
423827369,5559813,6065,95,488
423827948,214339,NA,NA,255
423827955,1646320,NA,NA,258
423828458,NA,NA,NA,NA
423829340,215597,NA,NA,2471
423834373,7954377,553,75020,1000
423837897,1258470,NA,80,NA
423842111,NA,100,NA,1
423842137,5887144,NA,2266,49
423842632,85556,10,26171,NA
423846047,NA,NA,NA,NA
423850924,3579807,NA,979,4637
423856228,964168,5004,1022,18
423856723,172,NA,NA,172
423860832,1593662,NA,NA,2076
423864826,NA,NA,NA,5134
423865419,2771368,1569,NA,26080
423867043,40904,NA,3,NA
423871375,246189,3,77,23
423874403,779024,2108,7925,121
423877802,24000,NA,NA,NA
423880061,NA,NA,NA,NA
423884246,NA,NA,723,147
423888312,2609800,1730936,676921,2609800
423895127,700727,NA,1239,22
423897727,308519,240,1358,1
423900125,200661,NA,NA,NA
423902345,35769,NA,NA,9
423904143,1,NA,NA,1
423913128,NA,24011,NA,NA
423916733,215830,NA,NA,9357
423922103,3715134,NA,NA,42925
423925114,348729,NA,3346,NA
423926906,66793,2865,NA,NA
423927797,271492,NA,NA,NA
423934165,468355,NA,NA,23
423934942,NA,NA,NA,1
423949239,423001,498971,150,1
423959204,320458,NA,NA,1
423960848,1091477,NA,NA,NA
423967538,1095267,NA,34055,2302
423971688,720015,101713,NA,15
423975952,2501711,1856,4933,NA
423978600,380325,NA,1006,2
423979384,NA,NA,NA,75
423980788,1317721,-55,NA,NA
423985001,413672,NA,28,NA
423986447,337662,2966,NA,NA
423991462,NA,NA,NA,NA
423999978,362178,NA,NA,3
424003531,204292,NA,NA,NA
424008753,514597,NA,NA,NA
424011252,319567,8,NA,19
424017473,795839,NA,19100,2397
424025385,622681,6,1169,63
424029932,NA,NA,NA,135
424035400,343313,6,NA,56
424036663,2726998,NA,NA,13689
424042687,90994,988,429668,239
424042984,1985515,456,NA,412
424046514,NA,NA,15946,NA
424049807,958371,1229171,2761,342
424050110,453557,1830,12359,131
424055150,124542,NA,NA,NA
424057362,257409,NA,NA,NA
424059418,1,NA,NA,1
424059822,1851521351,411551,NA,6273078
424063261,1873306,NA,NA,337963
424067957,8546950,444,148852,42
424078988,262800,NA,NA,NA
424081099,3689051,229,2968,1379
424082402,168603,NA,9840,183
424083335,NA,1,47,NA
424084309,1336814,2646,9098,NA
424084986,89793,NA,167,98
424086981,966588,1184,444401,159
424090801,346073,367,4658,2
424095099,396843,395,2250,28
424102374,NA,3416,NA,6296
424107118,208,NA,NA,NA
424107837,NA,NA,NA,NA
424110096,282968,1289,3,NA
424124865,3921668,68,10403,2016
424128908,95047,1442,NA,56
424137073,193321,NA,NA,4
424137164,1130013,NA,NA,4
424142958,678498,NA,NA,32789
424143840,5693,NA,NA,5693
424144574,NA,NA,NA,NA
424144657,30001,4,NA,1
424148401,221147,NA,NA,452
424151678,10695119,NA,NA,66940
424152056,921071,NA,17649,7
424158400,21882,NA,-187,NA
424161040,NA,NA,NA,23
424164424,NA,4511,1524,NA
424174340,449630,NA,250000,NA
424180982,1246649,NA,NA,86
424181931,6867829,56375,333,1018
424183028,5565523,105992,922387,46
424185221,NA,NA,NA,370
424186104,8839505,361,1031,567
424190114,167543,NA,NA,31
424190155,298894,NA,NA,2
424196392,107820,1437,NA,78
424199081,1543650,NA,NA,26
424199891,NA,1279,NA,1
424200947,1367551,NA,50000,146
424201952,20506,NA,NA,5
424210433,80425314,2914,409578,1
424210599,309629899,478393,64728,17997867
424211993,84,NA,NA,84
424219384,688631,NA,NA,3
424224897,45206308,6,NA,NA
424243079,795665,NA,NA,59
424244317,13091,NA,NA,NA
424245009,41868,NA,NA,NA
424248177,1037941,13,3617,8500
424252559,3966210,5581,92126,25349
424259083,9772255,2294,71497,71653
424266823,239740,NA,NA,2
424269132,943958,117,62683,11
424275873,NA,2500,NA,NA
424277481,78029,NA,NA,317
424278182,2344231,NA,231,1
424281392,2850899,34380,NA,NA
424282093,893699,NA,NA,NA
424292407,93781,NA,NA,NA
424293355,1008684,7,NA,4322
424297489,3544037,NA,NA,25
424299436,1561605,NA,NA,345
424303865,4565732,NA,NA,129358
424304327,408245,NA,3087,NA
424313468,173882,NA,NA,NA
424314375,177688,NA,NA,NA
424315307,1364374,NA,NA,16
424317683,1108024,NA,NA,124
424318392,114751,NA,NA,1506
424319390,207987,NA,NA,2
424319846,NA,NA,14192,289
424323921,4270227,137468,20044,285
424324119,16636906,NA,NA,5618
424332302,932084,696,NA,91
424342194,942989,20867,NA,375
424342475,152464329,NA,634561,1111
424344216,662895,NA,32000,6
424346518,680150,NA,48742,NA
424354736,2597461,NA,5632,1121
424355113,519235,5,7000,-15
424356822,597667,4,NA,112
424367761,957841,NA,10516,1
424374395,21700,439,NA,NA
424374874,3669369,302,138256,1408
424377521,13614,71640,NA,1
424379352,1606286,149965,NA,NA
424385185,380408,NA,2853,NA
424398642,487378,2896,8500,615
424401388,1033394,559,21719,NA
424402709,1019542,NA,NA,23
424405785,387975,3345,1330,NA
424408508,2308453,NA,NA,135
424411817,488930,NA,NA,51
424416212,2870470,18677,2873,4
424417129,2199459,NA,42000,416
424418598,899811,NA,19306,86
424422632,47254,NA,NA,11
424422780,21379,NA,NA,NA
424428720,188435,NA,NA,1
424434140,1494372,55,NA,14
424436251,NA,468,NA,NA
424440923,731046,NA,NA,1166
424460731,1054756,NA,7072,534
424461986,1361277,NA,NA,224
424464014,991915,NA,1839,NA
424466761,12901,NA,NA,274
424470235,722,7,NA,722
424471084,3466832,NA,4046,170
424474450,718690,NA,14252,102
424476067,1175068,NA,NA,49
424480176,673291,NA,NA,1
424482917,353230,NA,NA,NA
424483642,242907,11958,NA,9
424486710,592508,NA,NA,115
424489219,12224202,NA,NA,439
424489227,358,NA,NA,NA
424491512,NA,172807,NA,NA
424491801,669237,NA,NA,NA
424499390,1629941,NA,724358,11510
424503985,96550,NA,7141,4
424505816,68839,542,679107,54628
424507200,84009,NA,NA,NA
424507341,48047,NA,NA,NA
424507846,412681,NA,NA,NA
424515195,NA,NA,15014,NA
424515609,1503432,19047,NA,2
424516912,152471,NA,5759451,NA
424524726,NA,3369,NA,35
424526283,NA,NA,NA,NA
424527380,404110,NA,NA,415
424532216,302714,8,NA,753
424537892,2852860,9993,200,8114
424549400,NA,NA,303660,7
424552636,NA,7105,549,4776
424552735,959557,315,3380,128
424559045,4433,12289,NA,NA
424561603,131882,NA,NA,5
424562031,14798,NA,NA,NA
424568616,123997,NA,NA,1260
424574424,50000,NA,NA,NA
424576965,2746989,NA,NA,92
424580215,NA,NA,NA,91
424582377,824059,32,27142,4
424594471,897459,214942,NA,1
424598043,56866991,78,1221875,15805
424599074,99330,3,NA,NA
424600468,1379880,1494,NA,NA
424609600,332932,34,NA,NA
424618015,4605832,99262,3945,154718
424620391,442408,NA,NA,183
424622777,2284880,NA,NA,581
424627669,NA,NA,NA,NA
424631398,300207,3,NA,NA
424653566,7081621,479,NA,726
424656288,3869527,NA,3902,6225
424656718,1142014,1234,833,4218
424663383,2255892,NA,NA,29
424664530,9924493,NA,2200,23
424665248,176015,NA,NA,1
424665701,14287450,NA,NA,151
424666964,NA,514827,15,NA
424670842,10000,NA,NA,NA
424672574,344045,NA,NA,NA
424672624,181436,NA,NA,NA
424674091,3628951,NA,1109091,112198
424680809,654041,NA,NA,10
424688380,535272,67812,NA,3
424688513,203928,NA,NA,3
424691368,13542187,95929,43280100,632
424697852,115557,NA,8250,21
424702199,207445,NA,NA,2
424709285,749812,2,1600,85
424709442,65829,NA,NA,NA
424709459,178354,NA,NA,6635
424712198,90698,79,NA,1
424715654,199539,NA,NA,2
424719193,NA,NA,NA,1275
424719995,234691,NA,NA,104
424720860,153550,9,NA,547
424723914,NA,NA,NA,NA
424726990,724364,72278,100267,58
424727048,305621,NA,NA,NA
424739969,487353,1175,4280,147
424742872,1355598,NA,NA,1667
424743409,7777581,1422,NA,345
424748101,467587,NA,2297,NA
424748960,1354806,31995,45,805
424751048,1108241,NA,861,NA
424751733,313705,NA,NA,10
424758456,51004,20,NA,NA
424760353,253379,NA,NA,553
424763654,2485574,NA,NA,31482
424770204,397869,2722,NA,2
424770543,1140898,NA,4492,36732
424772457,292918,5476,NA,8
424774164,3958300,706719,NA,NA
424776391,96918,NA,160,17
424778892,NA,63306,NA,NA
424780583,97834,NA,1199,96
424784759,1126945,NA,6163,NA
424785863,337873,NA,306,1
424790418,11192,NA,1548,7
424802544,2861305,NA,122205,3647
424803229,5432753,1049,9903,9738
424805125,92869,9,NA,NA
424805752,283450,NA,NA,3
424807774,1974647,NA,NA,374980
424810232,1258239,199,NA,3586
424813251,356360,NA,NA,NA
424816718,NA,17418,NA,NA
424820140,1,29767,NA,1
424822971,NA,NA,NA,NA
424824050,NA,NA,NA,NA
424826790,350206,NA,NA,353
424828507,674766,3000,NA,13
424838811,NA,NA,NA,NA
424845766,380193,NA,11700,8
424847200,86970,NA,10,NA
424848034,NA,NA,NA,NA
424854404,227183,NA,NA,13
424854578,NA,37373,NA,1729
424856854,2833625,19,NA,NA
424857779,6680263,11523,4043,1350
424858629,25475,NA,NA,27
424859544,54341,NA,NA,3
424864312,750722,26,20822,3
424867059,422775,205,13109,2
424868263,540000,NA,NA,NA
424872158,2012839,NA,NA,6537
424881035,163843,NA,NA,5
424882348,126845,NA,NA,-156
424884229,14407,NA,NA,1
424886257,3578918,95452,NA,5339
424887735,2,NA,940467,2
424887784,7690327,NA,NA,1132
424892339,499128,14,NA,7
424894582,23264,NA,NA,1
424897841,NA,NA,NA,NA
424905248,1748189,80,NA,59
424905305,NA,NA,NA,NA
424933851,5900,NA,NA,NA
424935500,101151725,NA,566158,155
424938033,80780,NA,NA,1
424941110,NA,NA,NA,NA
424942548,203715,NA,NA,15
424948636,6642992,377,30837,NA
424948966,25522,NA,143,NA
424948974,3113,3633,51460,1590
424951200,1716410,NA,NA,3856
424961902,46851,NA,NA,NA
424964633,255875,NA,1238,2
424964856,2133224,NA,NA,30
424968063,14569194,NA,NA,2000
424968162,2211560,NA,NA,496
424972701,787899,79,NA,2
424980431,758905,NA,NA,NA
424982080,2007507,NA,NA,NA
424987626,19543765,NA,NA,1065
424989580,NA,NA,NA,NA
424990265,NA,NA,2065,174101
424993293,12636,NA,NA,NA
424998227,112200,NA,NA,NA
425002383,664042,NA,NA,588
425002953,287097,NA,NA,460
425008810,708410,40450,40860,4
425011699,289403,NA,450,8571
425011707,964189,4925,15693,781
425013661,30122071,NA,1000,7896
425013901,778298,NA,750,2441
425014511,NA,NA,NA,NA
425015567,730085,NA,70806,NA
425022282,2052823,NA,NA,NA
425023363,400485,NA,NA,1
425031531,1073741,NA,NA,721
425040367,208464,NA,NA,NA
425041092,NA,512453,NA,NA
425041134,NA,NA,NA,14111
425043502,378281,NA,NA,5
425045986,527807,NA,8290,201
425047537,934491,NA,3544,NA
425052164,NA,28173,205,NA
425054830,775648,NA,NA,351
425056827,376944,10,NA,39
425057890,540589,NA,NA,1003
425058831,541091,NA,NA,68
425066594,2526124,NA,NA,6789
425073517,48123,2410,NA,533
425076395,890400,NA,NA,7383
425078383,237174,NA,NA,104
425079381,433795,NA,NA,2010
425081973,NA,NA,NA,NA
425082906,NA,NA,NA,NA
425084308,448118,NA,NA,249
425084829,413758,NA,NA,NA
425085800,NA,NA,2599,141
425099660,81766,299,11627,2
425102498,624985,NA,NA,9357
425106234,320716,NA,NA,NA
425107935,365047,NA,121,557
425108859,2021113,NA,NA,4
425109964,NA,NA,NA,634
425112224,134133,NA,NA,86
425114691,472172,3073,NA,2
425115136,313263,NA,NA,2
425115227,NA,NA,NA,NA
425115391,844815,4926,NA,NA
425119237,69965,39874,NA,5
425119989,2394284,1933,NA,450
425121902,241920,NA,NA,4
425126869,431070,NA,8263,278
425127529,481927,7,73,34
425128519,300810,NA,NA,846
425129921,274559,NA,3451,24
425133519,973328,4422,2940,51
425137635,699837,54,3279,301
425138625,41205,91940,NA,2
425139011,NA,NA,NA,NA
425139276,477925,NA,NA,25
425143807,233152,NA,NA,1
425143864,601185,NA,11926,978
425620226,5293198,85008,NA,14545
425850245,2732350,21218,237538,9900
426150025,6488681,27204,29954,3
426180147,139010,NA,NA,3
426250023,NA,54429,532029,353
426620373,3394050,5853,29917,621
426820312,NA,6108,19556,1276
427120175,NA,NA,NA,NA
427280391,NA,NA,NA,14007
428072458,NA,NA,305000,NA
428076657,15425,NA,NA,NA
428078471,3446214,399950,7951123,2
428085088,118143,NA,1908,NA
428089908,NA,161334,NA,NA
428094155,194156,NA,NA,19
428099303,1270405,NA,NA,11
428101307,NA,NA,NA,NA
428108641,10668984,799,29194,34780
428112478,16010,NA,NA,NA
428113401,1317507,NA,NA,342
428113633,221517,NA,NA,14
428115554,2423416,NA,NA,2352
428116065,6406298,2,19365,49
428119978,6856625,NA,10361,200
428121818,36921797,2744188,136298,816
428125041,NA,95629,NA,NA
428125264,94875,NA,25722,NA
428125801,828981,3,2283,76
428128615,932267,NA,NA,107
428131544,421733,NA,NA,2045
428132443,12106,NA,NA,3
428133060,425659,NA,120,13
428134092,1789497,NA,NA,125
428134217,311463,NA,1732,NA
428135149,NA,733,NA,539
428135156,NA,119,11406,9
428144182,995675,NA,NA,5167
428146427,NA,NA,NA,NA
428151500,103269,NA,3000,1382
428161152,6089480,23608,167192,1337
428161830,194567,NA,NA,NA
428163877,NA,NA,NA,81
428166201,1938536,NA,NA,132
428167316,529006,NA,NA,3
428167746,NA,NA,NA,NA
428169569,147886,NA,NA,1
428171243,1800,NA,NA,1800
428185508,129462,5124716,NA,NA
428193726,38759284,34892,475749,292677
428195812,485954,NA,491,15
428200257,93020,NA,NA,4
428206049,900,12031,NA,NA
428208193,900,NA,NA,NA
428220008,168289,154,NA,992
428229900,185194,NA,NA,52861
428233886,38948,NA,NA,2
428235162,320196,NA,852,196
428236335,NA,NA,NA,NA
428236574,612648,NA,NA,NA
428237713,5937,2107,7861,6555
428237960,328324,NA,10772,2
428243067,NA,41,NA,42
428251300,380437,NA,NA,1
428255335,1087,101709,NA,NA
428256986,527704,NA,NA,22
428258420,937560,NA,12,NA
428261366,551560,NA,NA,214
428264824,NA,NA,126486,4438
428265086,NA,NA,NA,NA
428273015,9989842,28809,301047,24093
428280622,NA,NA,12954,NA
428285548,3665457,1021837,NA,14
428286991,93948,NA,NA,NA
428288930,1978315,20,NA,2
428294995,69269597,25206,112531,726774
428295265,51292161,152456,303556,147644
428329205,320259,NA,NA,9
428425870,599115,NA,NA,NA
428516462,NA,209042,4625,2
428559256,32691,NA,NA,NA
428560700,1115904,NA,NA,NA
428567200,NA,NA,1,NA
428567937,900,NA,1,NA
428567978,900,NA,NA,NA
428569701,NA,69814231,NA,NA
428574990,NA,NA,NA,369
428575104,97787,2,NA,NA
428575526,205090,1042,NA,7
428581946,3217414,5580720,7841339,5
428584221,4912645,NA,466,582
428586804,81457,NA,NA,3
428591432,NA,3002928,NA,NA
428591531,9277966,NA,285758,136
428591630,NA,240313,66399,1000
428592000,47201,NA,NA,1
428601801,2281508,NA,NA,396
428602650,NA,NA,NA,NA
428608194,173227,NA,NA,NA
428608269,868557,NA,NA,55
428610588,5,NA,NA,5
428612014,343033,NA,3946,750
428615090,276185,NA,NA,1
428621858,2018830,NA,NA,1080
428628549,544742,2047,NA,527
428630016,NA,3180,14405,NA
428630115,259302,NA,NA,49
428631063,946156,8090,3331,203
428632996,1099618,NA,145000,77
428633341,102417,NA,NA,NA
428633846,278912,NA,NA,NA
428634067,NA,2477000,387869,NA
428634257,221229,NA,NA,5
428636773,129757,NA,NA,60000
428639512,3714003,2733,NA,19744
428642862,NA,NA,NA,NA
428655047,3370067,NA,9973,NA
428656524,253294,NA,NA,1
428661367,393559886,NA,10153,NA
428661532,1,NA,14000,1
428663462,8440010,43672,73473,274
428667646,517597,NA,800,NA
428670350,286183,4,NA,14
428679872,NA,NA,NA,NA
428684146,2612398,NA,NA,NA
428684716,898550,NA,86115,5
428689012,145076,NA,NA,404
428689368,4600,4897,NA,4600
428694962,NA,NA,NA,NA
428696181,809847,46,NA,1627
428697833,88563,499,NA,1347
428700033,294571,21100,NA,2
428703425,160490,NA,NA,NA
428703649,32064,NA,NA,NA
428704647,586626,NA,16382,14158
428704688,89875,NA,40330,NA
428706220,NA,NA,12883,NA
428707921,4464236,NA,NA,NA
428709943,4031566,4831,21953,6011
428714299,825311,84,4933,9
428714943,51576,NA,NA,312
428717763,5619674,2410527,NA,NA
428722540,1329992,NA,NA,772
428723266,18621669,6483313,NA,87007
428723704,272089,NA,NA,1895
428723779,884276,NA,86970,192001
428726376,510335,2978,NA,4
428734859,1299422,NA,NA,95
428737605,55678757,76629,NA,NA
428738199,330457,91500,NA,457
428739700,NA,NA,NA,NA
428742845,34922032,NA,5635,5
428743785,257991,NA,NA,513
428743884,454170,3,NA,6
428744544,1170234,NA,5,NA
428744882,319225,NA,NA,20506
428746861,316914,NA,NA,NA
428750087,2994854,31766,14443,NA
428751283,4371797,187471,1,NA
428753107,6066298,1109,186558,2
428755565,NA,NA,NA,NA
428758338,2028199,NA,NA,372
428758700,282569,NA,NA,67141
428760748,NA,NA,NA,NA
428760961,NA,NA,295,316
428764245,609965,NA,NA,NA
428764419,2825,NA,NA,NA
428766901,NA,NA,NA,NA
428767461,211106,9,NA,NA
428767685,14162299,NA,NA,1714
428768543,1258240,2533,NA,36
428769798,4321664,54,2441,24386
428770499,788166,NA,25218,3143
428771463,NA,456399,502921,1786
428778062,NA,NA,NA,NA
428781462,NA,NA,NA,1
428782833,14813856,NA,NA,171856
428783732,1058417,NA,76898,NA
