,year,"Autres impôts, taxes et versements assimilés",Ventes de marchandises,Production vendue biens,Production vendue services,Chiffres d’affaires nets,Production stockée,Production immobilisée,Subventions d’exploitation,"Reprises sur amortissements et provisions, transfert de charges",Autres produits,Total des produits d’exploitation,Achats de marchandises (y compris droits de douane),Variation de stock (marchandises),Achats de matières premières et autres approvisionnements,Variation de stock (matières premières et approvisionnements),Autres achats et charges externes,"Impôts, taxes et versements assimilés",Salaires et traitements,Charges sociales,Autres charges,Total des charges d’exploitation,Résultat d'exploitation,Bénéfice attribué ou perte transférée,Perte supportée ou bénéfice transféré,Produits financiers de participations,Produits des autres valeurs mobilières et créances de l’actif immobilisé,Autres intérêts et produits assimilés,Reprises sur provisions et transferts de charges financier,Différences positives de change,Produits nets sur cessions de valeurs mobilières de placement,Total des produits financiers,Dotations financières sur amortissements et provisions,Intérêts et charges assimilées,Différences négatives de change,Charges nettes sur cessions de valeurs mobilières de placement,Total des charges financières,Résultat financier,Résultat en cours avant impôts,Produits exceptionnels sur opérations de gestion,Produits exceptionnels sur opérations en capital,Reprises sur provisions et transferts de charges exceptionnel,Total des produits exceptionnels,Charges exceptionnelles sur opérations de gestion,Charges exceptionnelles sur opérations en capital,Dotations exceptionnelles aux amortissements et provisions,Total des charges exceptionnelles,Résultat exceptionnel,Participation des salariés aux résultats de l’entreprise,Impôts sur les bénéfices,Total des produits,Total des charges,Bénéfices ou perte (Total des produits ‐ Total des charges),Impôts différés (compte de résultat),Résultat net des sociétés mises en équivalence,Résultat net des entreprises intégrées,Résultat Groupe (Résultat net consolidé),Part des intérêts minoritaires (Résultat hors groupe),Résultat net part du groupe (part de la société mère),Rémunération d’intermédiaires et honoraires (hors rétrocessions),"Location, charges locatives et de copropriété",Effectif moyen du personnel,Sous‐traitance,Personnel extérieur à l’entreprise,"Rétrocessions d’honoraires, commissions et courtages",Taxe professionnelle,Montant de la TVA. collectée,Total TVA. déductible sur biens et services,Dividendes,siren,denomination,enthic,postal_code,town,ape,ape_name,ape_len,ape_division,ape_groupe,ape_classe,ape_sous_classe,ess_N° IDENTITE ENTREPRISE (SIREN),ess_RAISON SOCIALE,ess_ENSEIGNE,ess_SIGLE,ess_CP VILLE,ess_FORME JURIDIQUE,is_ess
347,2015,,484594,,10908100,11392694,,,,277856,186798,11857347,331206,5601,,,4440676,776204,3208747,1361889,148103,10937321,920026,,,26532,,,,,,,,31,,,31,26501,946527,,5252,,5252,7867,,,7867,-2615,63204,197554,11889131,11205978,683153,,,,,,,,,,,,,,,,,54805577,SOCIETE ANONYME SAINT ROCH,172,13011,MARSEILLE,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
348,2015,,17295,,1800,19095,,,,103,,,,,13654,-1563,4310,684,,,,17085,2113,,,,,,,,,,,,,,,,2113,903,,,,152,,,152,751,,,20102,17237,2865,,,,,,,,103,,660,,,,1311,2035,,54807250,COULET,870,13012,MARSEILLE,1089Z,Fabrication d'autres produits alimentaires n.c.a.,5,10,108,1089,1089Z,,,,,,,YANLIŞ
349,2015,,22878540,25,162032,23040597,,,5302,1049815,41429,24137142,11708176,,164086,-14407,7335948,264541,1891008,784513,3742,23116994,1020149,,,210928,32,172861,4307,4356,,,,29,1474,,1503,390981,1444086,67436,2287,20000,89723,,,104,13867,75856,74306,346082,24652305,23552751,1099554,,,,,,,,,,,,,,,,,55500979,TISSAGES DENANTES,1322,38500,VOIRON,1392Z,"Fabrication d'articles textiles, sauf habillement",5,13,139,1392,1392Z,,,,,,,YANLIŞ
350,2015,,116710,,,116710,,,,3678,41304,,50087,1009,,,42858,3388,54026,11632,651,166387,-4694,,,,,,,,,,,36,,,36,-36,-4730,,,,,1576,,,1576,-1576,,,161693,167999,-6307,,,,,,,,,,,,,,,,,55503254,CAFFE TREVI,992,38000,GRENOBLE,5610A,Restauration traditionnelle,5,56,561,5610,5610A,,,,,,,YANLIŞ
351,2015,,424277,,910,425186,,,,,,425186,362094,,,,40749,4563,60120,32561,,431458,-6271,,,,,14604,,,,14604,,,,,,14604,,,417,,,,,,,417,,1312,440207,432770,7437,,,,,,,3300,23700,3,,,,3796,84855,74826,,55801039,VARJAN,1289,13002,MARSEILLE (2E),4624Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,5,46,462,4624,4624Z,,,,,,,YANLIŞ
352,2015,,38521,,393657,432178,,,4200,,12431,448809,12497,1025,,143,87451,6971,202737,48461,9429,414989,33819,,,,,,,,,,,,,,14610,-14610,19209,,,,,,,,693,-693,,1304,448809,431596,17212,,,,,,,,,,,,,,,,,55802052,DAVID LOUDER,1458,13008,MARSEILLE,9602A,Coiffure,5,96,960,9602,9602A,,,,,,,YANLIŞ
353,2015,,,,3729797,3729797,,,,12884,15,3742696,355994,-248,,,1290723,213682,1310970,578127,333,3853073,-110377,,,,,,,,,,,,,,18259,-18259,-128636,6384,,,6384,,,,14190,-7806,,,3749080,3885522,-136442,,,,,,,,,,,,,,,,,55806673,LA BASTIDE,172,13011,MARSEILLE,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
354,2015,,136139,,31128,167267,,,,,,,90462,1218,,,47267,682,19056,1877,1,160562,6705,,,,,,,,,,,,,,,,6705,,,,,,,,,,,850,167267,161412,5855,,,,,,,,,,,,,,,,,55808034,COMPTOIR PHOCEEN DU CUIR,1289,13001,MARSEILLE,4624Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,5,46,462,4624,4624Z,,,,,,,YANLIŞ
355,2015,,3693943,1548654,619,5243215,147850,,,33890,1229,5426184,2893658,-49458,,-7512,1230556,42855,462165,168430,30249,5452730,,,,,,720,2264,4457,,7441,,50253,,,,-42812,-69358,1678,,,1678,,,,3414,-1735,,,5435304,,-71093,,,,,,,,,,,,,,,,,55808224,BROSSERIE JEANNE D ARC,1282,84000,AVIGNON,3291Z,Fabrication d’articles de brosserie,5,32,329,3291,3291Z,,,,,,,YANLIŞ
356,2015,,,,28580283,28580283,,,,2108896,,30689179,,,,4571,19749080,560638,6449993,3371360,145197,31500551,-811372,,,352361,,33503,,,,385864,24420,,6889,,408921,-23058,-834429,114949,2,,114951,,11685,,327203,-212252,,,31189994,32236675,-1046681,,,,,,,438855,353080,90,15168747,226208,,277085,371833,2764584,,55809404,INTRAMAR SA,1397,13315,MARSEILLE CEDEX 15,5224A,Manutention portuaire,5,52,522,5224,5224A,,,,,,,YANLIŞ
357,2015,,29890311,,6237,29896548,,,,644974,29609,30571130,28631568,,,,520763,69053,780590,410807,572923,29950269,620861,,,27670,,,,71,,27741,,208762,62,,208824,,439777,,,,,,,172981,174677,-174677,,,30598871,30333771,265100,,,,,,,,,,,,,,,,,55809602,GEORGES S DARAS,249,13001,MARSEILLE 1,4638B,Commerce de gros alimentaire spécialisé divers,5,46,463,4638,4638B,,,,,,,YANLIŞ
358,2015,,49494,30310060,635496,30995050,16664,,1000,909088,1095,31922897,23530,,14838369,,7740430,755886,4310090,1719997,3980,30032854,,,,,,22771,,,,22771,,86872,,,,-64101,1825941,8808,152151,,160959,,160281,,238058,-77099,172797,452502,32106627,30983084,,,,,,,,,,,,,,,,,,55811996,SOCIETE LA FERMIERE,278,13400,AUBAGNE,1051A,Fabrication de lait liquide et de produits frais,5,10,105,1051,1051A,,,,,,,YANLIŞ
359,2015,,,,26381,26381,,,,,98,26479,,,,,28429,4512,,340,2,218943,-192464,,,,,,,,,,23935,,,,29985,-29985,-222449,4279,200000,,204279,,298976,,299326,-95047,,,230758,548254,-317496,,,,,,,,,,,,,,,,,56801053,FINANCIERE ET FONCIERE DU FROID,1499,13008,MARSEILLE,6810Z,Activités des marchands de biens immobiliers,5,68,681,6810,6810Z,,,,,,,YANLIŞ
360,2015,,,,63000,63000,,,,8099,1,71101,,,,,69491,8438,8697,3806,2,112297,-41196,,,,,2268,,,,2268,,,,,,,-38928,75000,8333,,83333,52,10050,,,73231,,5153,156702,127552,29150,,,,,,,,,,,,,,,,,56801848,SOCIETE DE RESTAURATION DES GOUDES,187,13008,MARSEILLE (8E),5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
361,2015,,15540187,,393563,15933750,,,,51294,888,15985932,,219119,2239161,48541,1431284,96835,563816,227865,12077,16446833,-460900,,,,,45313,,2862,,48175,,,,,231557,-183381,-644282,-8571,800,125955,,156262,,,156262,-38078,,,16152292,16834652,-682360,,,,,,,90901,15619,11,57653,70438,1611,51718,853196,649934,,56802218,SOCIETE FRANCAISE DES RIZ DE CHOIX,768,13012,MARSEILLE,1061B,Autres activités du travail des grains,5,10,106,1061,1061B,,,,,,,YANLIŞ
362,2015,,,,16473840,16473840,,,36361,301515,185,16811901,,,,,9888257,353971,2485553,1346980,238965,17386316,-574415,,,2688,,753,,,,,,454777,,,454777,-451336,-1025752,5385,702921,,749806,37376,,464,37840,711966,,-49875,17565148,17829059,-263911,,,,,,,376863,874177,50,4475604,1213536,,164994,3266652,1891577,,56802499,SA FOIRE INTERNATIONALE DE MARSEILLE,1490,13008,MARSEILLE,8230Z,"Organisation de foires, salons professionnels et congrès",5,82,823,8230,8230Z,,,,,,,YANLIŞ
363,2015,,,34274,6995039,7029313,-35925,,,19581,2922,7015892,,,419705,-6100,4583645,135431,1047868,452738,4459,6986853,,,,,,,,,,,,30044,,,30044,,-1006,27827,211666,,239493,1874,51998,,53872,,,,7255385,7070771,,,,,,,,94196,3264335,32,20652,258556,,69457,1079801,931664,,56803000,ENTREPRISE MARION,1472,13009,MARSEILLE 9,4312B,Travaux de terrassement spécialisés ou de grande masse,5,43,431,4312,4312B,,,,,,,YANLIŞ
364,2015,,,,,,,,,13004,256018,269022,,,,,80452,6761,,,14,88359,180663,,,,,29058,274,,,29332,3015,,,,3015,26317,206980,5170,,82300,87470,90266,13004,,103269,-15799,,82991,385824,277635,108190,,,,,,,31404,,,37500,,,6761,53213,11987,,56803919,PHOCEENNE OSE,246,13015,MARSEILLE,9522Z,Réparation appareils électromén. & équipts maison & jardin,5,95,952,9522,9522Z,,,,,,,YANLIŞ
365,2015,,,,,,,,,,,,,,,,757,192,,,110,1060,-1060,,,,,,,,,,,,,,,,-1060,,,,,,,,,,,,,1060,-1060,,,,,,,,,,,,,,,,,56808462,CARRIERES DU CLOS,1498,13013,MARSEILLE,0811Z,"Extraction pierres ornement. construc. calcaire industriel, gypse",5,8,81,811,0811Z,,,,,,,YANLIŞ
366,2015,,,,138766,138766,,,,3759,,142525,,,,,124092,22294,7028,1745,,216481,-73956,,,,7155,4311,,,,,,10479,,,10479,987,-72969,2334,384000,,,12657,112390,,125047,261288,,56234,540325,408240,132085,,,,,,,,,,,,,,,,,57801342,SOCIETE DES PRODUITS BONHOME ANCIENS ETABLISSEMENTS CASTIE E,114,13314,MARSEILLE CEDEX 15,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
367,2015,,94958,,,94958,,,,2827,366,98151,44098,12617,,,20008,1054,24726,10774,,114597,-16446,,,,,,,,,,,191,,,191,-191,-16638,,,,,,,,,,,,98151,114789,-16638,,,,,,,,,,,,,,,,,57803405,LENOU,212,13012,MARSEILLE (12E),4771Z,Commerce de détail d'habillement en magasin spécialisé,5,47,477,4771,4771Z,,,,,,,YANLIŞ
368,2015,,,,542870,542870,,,,5842,3258,551971,,,,,223977,19106,119245,42819,280,413134,138837,,,,,1063,,,,,,,,,,1063,139900,,2090,,2090,2566,-13754,,,13279,,42682,555124,444628,110496,,,,,,,,,,,,,,,,,57803660,SOCIETE PROVENCALE DE GESTION D ASSURANCES MONIN & CIE,1631,13001,MARSEILLE,6622Z,Activités des agents et courtiers d'assurances,5,66,662,6622,6622Z,,,,,,,YANLIŞ
369,2015,,48525,,2116085,2164610,,,,576,22,2165208,47028,-4494,,,890682,52795,465755,158869,1935,2095477,69731,,,,,,,,,,,63178,,,63178,-63178,6553,10000,,18000,,86244,,,86244,-58244,,,2193208,2244899,-51690,,,,,,,,,,,,,,,,,57804684,STE DES GRANDS HOTELS DU PORT,187,13002,MARSEILLE (2E),5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
370,2015,,,,1792593,1792593,,22868,,12856,89008,1917325,,,357073,8169,481570,74908,601934,185470,6827,1909234,8090,,,,,1,6000,,,,,36607,,,36607,-30606,-22516,17000,,,,17170,,,17170,-170,,,1940325,1963011,-22686,,,,,,,,,,,,,,,,,57805418,SOCIETE NOUVELLE DU GOLFE DES LECQUES,187,83270,SAINT-CYR-SUR-MER,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
371,2015,,183646,,38855,222501,,,,,,222501,,-1488,5017,-2607,29275,1428,21745,8730,2,195285,27216,,,,,,,,,,,,,,963,-963,26253,1597,,,1597,,714,,874,723,,2293,224098,199415,24683,,,,,,,,,,,,,,,,,57808032,CAFES LACAMP,1292,13005,MARSEILLE,1083Z,Transformation du thé et du café,5,10,108,1083,1083Z,,,,,,,YANLIŞ
372,2015,,,,11100321,11100321,,,,1308993,5263,12414577,,,,,3022998,812051,4221247,1973813,20793,10343983,2070594,,,,,10656,,,13224,,,48918,198,,49116,-25236,2045358,12,9959,,74518,12101,71631,,83732,-9213,115677,604894,12512975,11197401,1315574,,,,,,,,,,,,,,,,,57808172,DELTA ASSURANCES,1631,13010,MARSEILLE,6622Z,Activités des agents et courtiers d'assurances,5,66,662,6622,6622Z,,,,,,,YANLIŞ
373,2015,,,,97300,97300,,,,1300,2,98602,,,,,93080,4126,,,1,137248,-38645,,,,,,,,,,,128,,,128,-128,,,,,,,,,,,,,98602,137376,-38774,,,,,,,2701,84508,,,,,3947,19460,914,,57809162,STE MARSEILLAISE DE LOCATION DE COURTS DE TENNIS,180,13008,MARSEILLE,9311Z,Gestion d'installations sportives,5,93,931,9311,9311Z,,,,,,,YANLIŞ
374,2015,,4975630,,,4975630,,,,11359,319,4987308,4094230,-1000,223796,,312930,12009,245835,71701,35,4978349,8959,,,,,,,,,,,7179,,,7179,-7179,1780,,,,,,,,215,-215,,,4987308,4985743,1565,,,,,,,49635,81295,9,,,,8739,335115,229087,,57809402,LES FILS DE PIERRE ESPOSITO,624,13016,MARSEILLE (16E),4638A,"Commerce de gros de poissons, crustacés et mollusques",5,46,463,4638,4638A,,,,,,,YANLIŞ
375,2015,,453900,,,453900,,,,14666,2,468568,244408,31659,,,113489,1792,20753,44026,,506888,-38320,,,,,1368,,,,1368,,2464,,,2464,-1096,-39416,,,,,,,,,,,,469936,509352,-39416,,,,,,,7426,56447,,5313,,,1352,86885,58015,,57812158,GAUDIN ORFEVRE DECORATION CADEAUX,755,13001,MARSEILLE,4759B,Commerce de détail d'autres équipements du foyer,5,47,475,4759,4759B,,,,,,,YANLIŞ
376,2015,,3458838,,3601,3462440,,,,,411,3462851,2132694,-144785,,,403658,38374,605228,161935,178,3289958,172893,,,,,,,,,,,,,,14566,-14566,158327,,,,,7512,,,38002,-38002,,22233,3462851,3364759,98092,,,,,,,,,,,,,,,,,57813677,MAISON EMPEREUR,369,13001,MARSEILLE,4752A,"Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2)",5,47,475,4752,4752A,,,,,,,YANLIŞ
377,2015,,,,4307317,4307317,,,,14861,4682,4326860,,,,,2569747,51658,688435,365248,11,3705478,621382,,,,,649,,,,649,,,,,310,338,621720,17566,16696,,34262,1332,,,1486,32776,,188790,4361771,3896065,465706,,,,,,,243337,74928,12,,1729011,,32687,11646,481548,,57814097,SOCIETE NICOLAS FRERES,1397,13002,MARSEILLE,5224A,Manutention portuaire,5,52,522,5224,5224A,,,,,,,YANLIŞ
378,2015,,,,1491225,1491225,,,3001,3150,4,1497379,46068,-68,17601,,488733,35055,317645,80516,6928,1132212,365168,,,,,,,,,,,4024,,,4024,-4024,361144,,,4691,,,,1646,1646,3045,,117625,1502070,1255507,246564,,,,,,,,,,,,,,,,,57814352,SOCIETE DU GRAND MODERN HOTEL,187,13001,MARSEILLE (1ER),5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
379,2015,,,,774862,774862,,,,,3,774865,,,,,340467,83069,,,28,560052,214813,,2240,,,134392,,,,134392,137500,,,,137500,-3108,,,,,,,,,,,,194467,909257,894259,14998,,,,,,,10461,86951,,30000,,,940,120581,,,57814469,ANTOINE REVEL SARL,114,13006,MARSEILLE,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
380,2015,,,,,,,,,,,,,,,,1250,,,,,1250,-1250,,,,,,,,,,,,,,241,-241,-1490,,,,,,,,,,,,,1490,-1490,,,,,,,,,,,,,,,,,57815839,ECOLE SUPERIEURE DE COMMERCE DE MARSEILLE,725,13006,MARSEILLE (6E),8559B,Autres enseignements,5,85,855,8559,8559B,,,,,,,YANLIŞ
381,2015,,,,26678,26678,,,,,,26678,,,,,26295,673,,,,26968,-290,,,,,,,,,,,,,,,,-290,,,,,,,,,,,,26678,26968,-290,,,,,,,,,,,,,,,,,57816290,LAINES JEAN SILVESTRE,1183,13001,MARSEILLE (1ER),4751Z,Commerce de détail de textiles en magasin spécialisé,5,47,475,4751,4751Z,,,,,,,YANLIŞ
382,2015,,257303,,86,257389,,,,20,3205,260615,169546,,334,,23856,9741,48944,16365,1,268074,-7459,,,,,,,,,,,3596,,,3596,-3596,-11055,,,,1516,,,,21,1495,,,262131,271691,-9560,,,,,,,,,,,,,,,,,57818262,LIBRAIRIE DE LA BOURSE FREZET LIBRAIRES,1188,13001,MARSEILLE (1ER),4761Z,Commerce de détail de livres en magasin spécialisé,5,47,476,4761,4761Z,,,,,,,YANLIŞ
383,2015,,,,,,,,,,24110,24110,,,,,9316,8256,,,3862,24869,-759,,,,,,,,,,,,,,,,-759,,,,,,,,,,,,24110,24869,-759,,,,,,,,,,,,,2237,4198,1090,,57820110,SOCIETE IMMOBILIERE DES PHOCEENS,164,13006,MARSEILLE (6E),6832A,Administration d'immeubles et autres biens immobiliers,5,68,683,6832,6832A,,,,,,,YANLIŞ
384,2015,,67973,1815598,35327,1918898,,,,34997,217,1954111,61816,9252,178996,8415,722260,,624255,225070,5029,1983449,,,,,,,,,4527,4527,,,,,471,4055,-25283,137,52041,,,1339,,,1339,50839,,,2010816,1985260,25556,,,,,,,,,,,,,,,,,57820995,RAVEL DECROIX ET FILS,1656,13400,AUBAGNE,2349Z,Fabrication d'autres produits céramiques,5,23,234,2349,2349Z,,,,,,,YANLIŞ
385,2015,,954001,35400530,126394,36480926,57761,,,816415,65,37355168,738744,202244,23348246,-11066,4401340,368272,4707773,1693126,,36397540,,,,150015,,26539,27821,284084,,,31865,54051,50057,,135973,352485,1310113,140378,2917,93695,236989,48472,,43958,102893,134096,73083,206121,38080616,36915610,,,,,,,,,,,,,,,,,,58501107,COTHERM,1128,38470,VINAY,2651B,Fabrication d'instrumentation scientifique et technique,5,26,265,2651,2651B,,,,,,,YANLIŞ
386,2015,,1057724,,175,1057899,,,,3293,16,,697603,18417,1673,,167310,7690,152879,30660,3714,1083797,-22589,,,,,,,,,,,631,,,631,-631,-23220,209,,,209,2454,,,2454,-2245,,,1061417,1086882,-25466,,,,,,,16988,49703,7,36000,,,906,73059,86090,,58501362,LIBRAIRIE PAPETERIE CHEMAIN,1188,38500,VOIRON,4761Z,Commerce de détail de livres en magasin spécialisé,5,47,476,4761,4761Z,,,,,,,YANLIŞ
387,2015,,1632941,,,1632941,,,,,58,,672537,-6791,,,369176,9327,417186,160046,400,1647377,-14378,,,,,11716,,,,11716,,,,,,11716,-2663,9301,,,9301,420,,,420,8881,,1909,1654015,1649706,4309,,,,,,,,,,,,,,,,,58803396,COMPTOIR MARSEILLAIS D'ALIMENTATION,1457,13006,MARSEILLE,5610C,Restauration de type rapide,5,56,561,5610,5610C,,,,,,,YANLIŞ
388,2015,,2247079,,3466,2250545,,,,6979,1945,2259469,,-98981,3193,,162361,20479,161626,63963,2919,2255306,4163,,,,,,,14963,,14963,,,6673,,17355,-2393,1771,,25500,,,9815,6860,,16675,8825,,,2299932,2289336,10595,,,,,,,,,,,,,,,,,58805524,MIDI SEC DISTRIBUTION HERATCHIAN ET FILS,515,13014,MARSEILLE (14E),4631Z,Commerce de gros (commerce interentreprises) de fruits et légumes,5,46,463,4631,4631Z,,,,,,,YANLIŞ
389,2015,,11,,2063093,2063104,,,,20242,589,,3325,1577,39835,-2897,791079,104102,896174,293867,5575,2166084,-82150,,,,,,,,,,,3444,,,3444,-3444,-85593,4466,60000,,,4403,17248,,21650,42816,,,2148401,2191178,-42777,,,,,,,,,,,,,,,,,58806647,MAISON DE REPOS CASTELET NOTRE DAME,428,13830,ROQUEFORT LA BEDOULE,8730A,Hébergement social pour personnes âgées,5,87,873,8730,8730A,,,,,,,YANLIŞ
390,2015,,,,22800,22800,,,,,1,22801,,,,,3181,384,,,,6291,16510,,,,,,,,,,,,,,,,16510,,,,,,,,,,,,22801,6291,16510,,,,,,,,,,,,,,,,,58807413,SARL O MONACO,114,13001,MARSEILLE (1ER),6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
391,2015,,1645910,,68867,1714777,,,2970,21028,6856,,994800,-21672,,,490623,4500,169947,47849,41381,1734931,10699,,,,,,,,,,,2500,,,2500,,8200,,1667,,,,1642,,1642,24,,107,1747297,1739180,8117,,,,,,,,,,,,,,,,,58808353,SOCIETE DELTA SCIENTIFIQUE,1373,13012,MARSEILLE,4646Z,Commerce de gros de produits pharmaceutiques,5,46,464,4646,4646Z,,,,,,,YANLIŞ
392,2015,,2416531,,24999,2441530,,,,7944,100,2449575,,43523,3235,620,298841,9465,166019,56540,1956,2389840,59735,,,,,5990,,,,,,,,,,5990,65725,1223,,,1223,,44500,1105,49559,-48336,,1354,2456788,2440753,16036,,,,,,,,,,,,,,,,,58808502,ETABLISSEMENTS D AURIA,1288,13001,MARSEILLE,4642Z,Commerce de gros d'habillement et de chaussures,5,46,464,4642,4642Z,,,,,,,YANLIŞ
393,2015,,,,3119853,3119853,,,,159422,44,3279319,,,,,528301,311084,142439,58890,8,1538620,1740700,,,,,1518,,,,1518,,,,,183685,-182167,1558533,,,,,,,,,,,513241,3280837,2235545,1045292,,,,,,,,,,,,,,,,,58812405,MARSEILLE INDUSTRIE,114,13015,MARSEILLE (15E),6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
394,2015,,,,426797,426797,,,,597,,427394,,,,,61321,5842,242732,77885,489,412483,14912,,,,,39716,3592,,118924,162233,50553,,,,55250,106983,121895,1990,,,,,,,,1990,,33582,591617,501315,90303,,,,,,,,,,,,,,,,,59801126,SOCIETE D EXPERTISE COMPTABLE G SERIS ET CIE,742,13298,MARSEILLE CEDEX 2,6920Z,Activités comptables,5,69,692,6920,6920Z,,,,,,,YANLIŞ
395,2015,,,2646,1198414,1201061,,,,15079,,1216139,,,138000,-5574,468175,38718,309736,85806,32075,1144818,,,,,,,,,,,,10450,,,10450,-10450,60871,2947,,,32353,15708,,,15708,16644,,15513,1248492,1186490,62002,,,,,,,24552,214326,10,,,29533,13739,129589,89703,,59801993,LA PLAGE,187,13260,CASSIS,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
396,2015,,474875,,,474875,,,,,13,474888,120209,,,,55684,12171,207155,49255,892,453865,21024,,,,,,,,,,,,,,,,21024,,,,,,,,,,,1525,474888,455390,19499,,,,,,,,,,,,,,,,,59806653,LA GLACIER,1189,13260,CASSIS (B D R ),5630Z,Débits de boissons,5,56,563,5630,5630Z,,,,,,,YANLIŞ
397,2015,,,,20389,20389,,,,4365,80,24834,,,,,30018,8983,,,1,55815,-30981,3506,15268,84000,,127,112802,,,196929,,,,,86192,110737,67995,,48000,,,45131,47142,,92273,-44273,,,273269,249548,23722,,,,,,,,,,,,,,,,,60500089,FINANCIERE SORREL,1515,38570,GONCELIN,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
398,2015,,923445,,555123,1478568,,,,12832,89,1491490,754968,11707,,,205744,6031,247532,99114,,1381602,109887,,,,,,,,,,,,,,642,-642,109246,10999,,,,,,,,10999,,31074,1502489,1413318,89171,,,,,,,,,,,,,,,,,60800109,OPTIQUE MARITIME DE FRANCE SAMBRONI ET CIE,1585,13002,MARSEILLE,3313Z,Réparation de matériels électroniques et optiques,5,33,331,3313,3313Z,,,,,,,YANLIŞ
399,2015,,177640,,,177640,,,,349,9,,92949,-7562,3972,,14703,1768,53595,17699,13,177383,615,,,,,261,,,,261,,6,,,6,255,869,,,,,279,,,279,-279,,-1172,178259,176496,1762,,,,,,,1046,3964,2,,,,673,35528,20837,,60801016,M MOD,212,13011,MARSEILLE,4771Z,Commerce de détail d'habillement en magasin spécialisé,5,47,477,4771,4771Z,,,,,,,YANLIŞ
400,2015,,14567196,,,14567196,,,,142432,138061,14847688,,-94961,1730,,2317481,197088,1299144,462250,190,14618083,229605,,,20859,,,,,,20859,,34418,,,34418,-13559,216047,6532,4000,,,4571,,7192,11763,-1231,,51766,14879080,14716030,163050,,,,,,,,,,,,,,,,,60801099,ETS ROGER TONETTI,88,13600,LA CIOTAT,4673A,Commerce de gros de bois et de matériaux de construction,5,46,467,4673,4673A,,,,,,,YANLIŞ
401,2016,,11836,,92388,104225,,,,287646,389972,781843,,,27644,,866430,214907,833921,402521,90133,2755970,-1974126,,,149,16,1280213,273750,,,1554129,129476,96571,,,226047,1328081,-646044,,464239,,1423847,24428,958363,19761,1002553,421294,,36304,3759820,4020874,-261053,,,,,,,,,,,,,,,,,5420120,STE DES SUCRERIES DU MARQUENTERRE,362,62140,MARCONNELLE,7010Z,Activités des sièges sociaux,5,70,701,7010,7010Z,,,,,,,YANLIŞ
402,2016,,,,,,,,,,,,,,,,1229,,,,,1229,-1229,,,,521,360,,,,881,,881,,,881,,-1229,,,,,,,,,,,,881,2110,-1229,,,,,,,,,,,,,,,,,5450119,LE GRAND CAFE ET GASSENDI,1189,4000,DIGNE-LES-BAINS,5630Z,Débits de boissons,5,56,563,5630,5630Z,,,,,,,YANLIŞ
403,2016,,518136,,,,61194,,,26030,10444,6348948,341046,-7360,1806726,-19491,,202747,1885885,731697,9801,6243842,105106,,,,,,,,,3454,,,,,268,3186,108292,,,,5740,,,,61043,-55303,,,6358142,6305153,,,,,,,,,,57,,,,,,,,5520176,HERNAS CARTONNAGES,1300,80210,FEUQUIERES-EN-VIMEU,1721A,Fabrication de carton ondulé,5,17,172,1721,1721A,,,,,,,YANLIŞ
404,2016,,10240,6965427,23783,6999451,17061,,17162,131966,10372,,118208,,4001860,-99995,1338308,204747,931429,328699,20867,7055960,120053,,,,,,,,,,,43935,,,43935,-43605,76447,987,4690,73000,78677,-4150,,,-4150,,,23706,7255020,7119451,,,,,,,,,,,,,,,,,,5520242,PROSPA,1566,80510,LONGPRE-LES-CORPS-SAINTS,2030Z,"Fabrication de peintures, vernis, encres et mastics",5,20,203,2030,2030Z,,,,,,,YANLIŞ
405,2016,,,1343256,275594,1618851,,,12177,13,104708,1735749,357921,-158000,,,1696297,1722,,,119,1919391,,,,26500,6994,6220,,,,39714,,,,,64924,-25210,-208851,5530,9880,,,,10,,10,15400,,-3281,1790873,1981044,-190171,,,,,,,,,,,,,,,,,5580113,L'ABRI FAMILIAL,1528,44603,ST NAZAIRE CEDEX,6820A,Location de logements,5,68,682,6820,6820A,,,,,,,YANLIŞ
